n70,g1,g18
n65,g5,g84
n6,g85,g49
n35,g12,g24
n4,g65,g74
n32,g68,g97
n72,g18,g82
n74,g76,g96
n26,g19,g53
n21,g28,g42
n60,g97,g88
n20,g60,g49
n73,g83,g24
n51,g86,g96
n69,g84,g42
n71,g81,g70
n28,g74,g62
n14,g39,g63
n45,g48,g28
n39,g51,g83
n5,g33,g4
n23,g37,g87
n24,g81,g22
n54,g68,g73
n16,g95,g22
n17,g75,g74
n18,g46,g40
n63,g7,g15
n9,g33,g97
n25,g43,g42
n30,g60,g7
n31,g20,g13
n10,g39,g15
n43,g35,g56
n68,g40,g32
n34,g71,g92
n8,g63,g71
n53,g90,g24
n55,g33,g19
n38,g78,g6
n33,g2,g57
n62,g36,g34
n11,g67,g94
n27,g56,g48
n50,g77,g16
n44,g65,g0
n12,g40,g0
n67,g72,g15
n75,g33,g55
n0,g47,g65
n22,g49,g74
n58,g78,g88
n36,g9,g62
n42,g28,g20
n61,g72,g88
n3,g12,g85
n29,g30,g91
n47,g96,g73
n49,g61,g75
n52,g93,g92
n59,g4,g90
n57,g32,g46
n66,g3,g19
n37,g94,g5
n13,g36,g59
n40,g86,g13
n19,g62,g6
n46,g11,g97
n7,g39,g57
n15,g82,g74
n48,g89,g93
n41,g72,g14
n64,g60,g4
n56,g62,g23
n2,g72,g61
n1,g39,g11
