n70,g45,g28
n65,g15,g33
n6,g43,g30
n35,g39,g74
n4,g3,g47
n32,g72,g33
n72,g78,g95
n74,g1,g0
n26,g28,g15
n21,g78,g5
n60,g24,g13
n20,g66,g39
n73,g56,g54
n51,g66,g18
n69,g4,g3
n71,g53,g12
n28,g54,g21
n14,g51,g19
n45,g93,g20
n39,g71,g51
n5,g47,g43
n23,g19,g32
n24,g16,g95
n54,g2,g77
n16,g48,g85
n17,g43,g75
n18,g85,g64
n63,g87,g8
n9,g59,g93
n25,g50,g79
n30,g8,g16
n31,g44,g85
n10,g47,g4
n43,g9,g3
n68,g36,g79
n34,g56,g10
n8,g93,g62
n53,g88,g7
n55,g71,g90
n38,g17,g12
n33,g50,g60
n62,g54,g92
n11,g23,g32
n27,g65,g41
n50,g84,g21
n44,g80,g62
n12,g1,g39
n67,g77,g16
n75,g32,g82
n0,g83,g99
n22,g10,g49
n58,g44,g13
n36,g94,g88
n42,g98,g37
n61,g44,g10
n3,g10,g37
n29,g11,g69
n47,g55,g18
n49,g93,g0
n52,g50,g73
n59,g76,g36
n57,g93,g18
n66,g68,g6
n37,g72,g35
n13,g66,g25
n40,g7,g65
n19,g61,g95
n46,g39,g96
n7,g77,g51
n15,g70,g29
n48,g71,g59
n41,g36,g46
n64,g82,g94
n56,g79,g86
n2,g7,g81
n1,g48,g92
