n70,g95,g44
n65,g69,g81
n6,g25,g92
n35,g82,g45
n4,g1,g87
n32,g48,g20
n72,g1,g63
n74,g18,g6
n26,g92,g70
n21,g59,g8
n60,g53,g51
n20,g6,g22
n73,g0,g72
n51,g82,g55
n69,g30,g83
n71,g58,g40
n28,g22,g82
n14,g13,g25
n45,g63,g3
n39,g74,g65
n5,g26,g95
n23,g28,g95
n24,g2,g20
n54,g62,g90
n16,g74,g43
n17,g68,g45
n18,g50,g82
n63,g73,g13
n9,g62,g98
n25,g6,g26
n30,g93,g27
n31,g52,g70
n10,g34,g47
n43,g32,g13
n68,g50,g16
n34,g74,g34
n8,g75,g32
n53,g72,g8
n55,g24,g0
n38,g21,g14
n33,g78,g0
n62,g47,g14
n11,g69,g17
n27,g64,g72
n50,g52,g95
n44,g27,g58
n12,g45,g90
n67,g48,g61
n75,g58,g56
n0,g15,g52
n22,g30,g55
n58,g10,g45
n36,g89,g2
n42,g61,g22
n61,g91,g83
n3,g56,g21
n29,g25,g35
n47,g69,g36
n49,g77,g35
n52,g54,g2
n59,g28,g0
n57,g71,g91
n66,g42,g64
n37,g36,g51
n13,g69,g77
n40,g80,g78
n19,g18,g7
n46,g18,g36
n7,g74,g42
n15,g17,g62
n48,g6,g54
n41,g93,g90
n64,g77,g6
n56,g4,g63
n2,g36,g28
n1,g98,g77
