n0,g89,g60
n1,g59,g39
n2,g76,g99
n3,g57,g12
n4,g90,g50
n5,g91,g16
n6,g31,g63
n7,g55,g84
n8,g19,g24
n9,g54,g77
n10,g90,g44
n11,g71,g65
n12,g47,g87
n13,g16,g2
n14,g22,g23
n15,g63,g81
n16,g16,g23
n17,g49,g95
n18,g76,g72
n19,g9,g13
n20,g21,g94
n21,g81,g95
n22,g61,g90
n23,g22,g84
n24,g39,g19
n25,g2,g26
n26,g85,g93
n27,g67,g56
n28,g94,g48
n29,g75,g10
n30,g28,g62
n31,g85,g97
n32,g26,g72
n33,g48,g82
n34,g52,g43
n35,g49,g19
n36,g47,g89
n37,g72,g28
n38,g32,g70
n39,g8,g64
n40,g82,g64
n41,g86,g20
n42,g71,g35
n43,g73,g43
n44,g96,g80
n45,g76,g16
n46,g41,g90
n47,g93,g89
n48,g21,g6
n49,g34,g62
n50,g94,g5
n51,g46,g52
n52,g35,g74
n53,g83,g3
n54,g21,g63
n55,g22,g54
n56,g5,g85
n57,g78,g30
n58,g46,g81
n59,g51,g56
