n0,g1,g62
n1,g3,g37
n2,g50,g36
n3,g79,g74
n4,g39,g3
n5,g77,g28
n6,g42,g49
n7,g29,g83
n8,g55,g85
n9,g73,g93
n10,g43,g61
n11,g72,g71
n12,g86,g94
n13,g33,g60
n14,g40,g51
n15,g13,g43
n16,g72,g35
n17,g30,g35
n18,g60,g15
n19,g51,g15
n20,g31,g39
n21,g28,g72
n22,g93,g75
n23,g30,g7
n24,g35,g55
n25,g57,g12
n26,g3,g96
n27,g26,g65
n28,g95,g56
n29,g75,g73
n30,g39,g69
n31,g5,g44
n32,g2,g49
n33,g7,g91
n34,g97,g54
n35,g3,g46
n36,g52,g55
n37,g91,g55
n38,g41,g13
n39,g82,g40
n40,g24,g1
n41,g3,g18
n42,g11,g82
n43,g99,g17
n44,g66,g22
n45,g19,g59
n46,g80,g28
n47,g59,g57
n48,g95,g53
n49,g75,g15
