n0,g68,g27
n1,g6,g75
n2,g65,g32
n3,g41,g4
n4,g64,g36
n5,g66,g4
n6,g43,g88
n7,g61,g7
n8,g22,g13
n9,g40,g61
n10,g41,g6
n11,g76,g40
n12,g64,g28
n13,g55,g44
n14,g46,g77
n15,g16,g11
n16,g56,g53
n17,g71,g0
n18,g26,g64
n19,g29,g24
n20,g6,g91
n21,g20,g89
n22,g89,g97
n23,g39,g24
n24,g52,g67
n25,g98,g9
n26,g10,g52
n27,g91,g15
n28,g16,g3
n29,g34,g33
n30,g92,g5
n31,g85,g47
n32,g4,g84
n33,g30,g25
n34,g7,g20
n35,g21,g93
n36,g39,g10
n37,g97,g9
n38,g45,g22
n39,g15,g55
n40,g71,g95
n41,g51,g50
n42,g82,g38
n43,g54,g95
n44,g5,g77
n45,g73,g66
n46,g11,g33
n47,g7,g51
n48,g1,g51
n49,g71,g77
