n0,g5,g91
n1,g63,g6
n2,g82,g51
n3,g7,g98
n4,g75,g10
n5,g64,g24
n6,g35,g8
n7,g85,g23
n8,g69,g57
n9,g90,g93
n10,g65,g82
n11,g71,g18
n12,g62,g15
n13,g41,g76
n14,g86,g44
n15,g49,g79
n16,g52,g12
n17,g65,g95
n18,g77,g13
n19,g23,g36
n20,g7,g14
n21,g85,g26
n22,g26,g16
n23,g11,g18
n24,g45,g60
n25,g74,g18
n26,g35,g46
n27,g83,g87
n28,g95,g39
n29,g85,g20
n30,g82,g75
n31,g28,g75
n32,g71,g10
n33,g71,g0
n34,g92,g5
n35,g33,g81
n36,g85,g15
n37,g19,g83
n38,g40,g33
n39,g95,g83
n40,g99,g78
n41,g19,g31
n42,g59,g45
n43,g42,g49
n44,g54,g63
n45,g12,g7
n46,g56,g43
n47,g56,g11
n48,g66,g2
n49,g25,g54
