n0,g60,g59
n1,g92,g12
n2,g63,g32
n3,g28,g58
n4,g87,g48
n5,g71,g28
n6,g28,g77
n7,g19,g9
n8,g12,g98
n9,g32,g11
n10,g84,g69
n11,g49,g16
n12,g44,g2
n13,g20,g99
n14,g99,g57
n15,g79,g48
n16,g50,g86
n17,g38,g48
n18,g30,g29
n19,g52,g44
n20,g35,g36
n21,g29,g35
n22,g81,g31
n23,g9,g68
n24,g33,g8
n25,g62,g38
n26,g23,g0
n27,g67,g60
n28,g6,g52
n29,g78,g22
n30,g72,g16
n31,g19,g15
n32,g51,g64
n33,g91,g10
n34,g30,g37
n35,g63,g15
n36,g22,g71
n37,g17,g2
n38,g0,g41
n39,g43,g57
n40,g91,g76
n41,g21,g57
n42,g59,g47
n43,g54,g99
n44,g69,g29
n45,g71,g32
n46,g62,g76
n47,g44,g0
n48,g89,g38
n49,g90,g54
