n70,g79,g92
n65,g63,g18
n6,g39,g80
n35,g0,g86
n4,g60,g94
n32,g70,g46
n26,g27,g47
n21,g23,g5
n60,g60,g40
n20,g45,g29
n51,g77,g90
n69,g49,g15
n28,g88,g24
n14,g81,g70
n45,g77,g86
n39,g91,g65
n5,g31,g51
n23,g84,g13
n24,g15,g39
n54,g39,g71
n16,g69,g36
n17,g42,g98
n18,g64,g58
n63,g16,g96
n9,g80,g69
n25,g85,g34
n30,g34,g67
n31,g83,g87
n10,g26,g79
n43,g88,g68
n68,g81,g7
n34,g6,g89
n8,g42,g32
n53,g66,g64
n55,g15,g8
n38,g51,g14
n33,g98,g55
n62,g17,g72
n11,g8,g74
n27,g75,g48
n50,g18,g48
n44,g96,g81
n12,g15,g16
n67,g29,g99
n0,g12,g37
n22,g85,g82
n58,g4,g24
n36,g9,g86
n42,g88,g51
n61,g30,g33
n3,g1,g75
n29,g46,g99
n47,g76,g44
n49,g25,g22
n52,g49,g87
n59,g8,g71
n57,g94,g72
n66,g26,g67
n37,g67,g18
n13,g73,g89
n40,g44,g26
n19,g89,g93
n46,g24,g40
n7,g14,g74
n15,g97,g85
n48,g44,g70
n41,g42,g64
n64,g18,g61
n56,g52,g91
n2,g6,g73
n1,g93,g67
