n70,g81,g46
n65,g74,g29
n6,g89,g8
n35,g66,g1
n4,g55,g17
n32,g95,g72
n26,g38,g17
n21,g53,g43
n60,g26,g29
n20,g10,g25
n51,g64,g88
n69,g18,g21
n28,g82,g13
n14,g18,g15
n45,g55,g5
n39,g35,g37
n5,g23,g61
n23,g33,g67
n24,g89,g66
n54,g65,g31
n16,g52,g76
n17,g48,g62
n18,g47,g59
n63,g90,g60
n9,g23,g1
n25,g58,g9
n30,g51,g91
n31,g40,g11
n10,g80,g22
n43,g27,g77
n68,g24,g68
n34,g97,g21
n8,g34,g21
n53,g14,g48
n55,g93,g40
n38,g71,g64
n33,g53,g96
n62,g90,g92
n11,g63,g92
n27,g61,g84
n50,g72,g7
n44,g99,g70
n12,g2,g50
n67,g41,g65
n0,g83,g91
n22,g87,g12
n58,g69,g26
n36,g19,g54
n42,g69,g95
n61,g55,g50
n3,g48,g5
n29,g33,g97
n47,g38,g52
n49,g16,g59
n52,g7,g51
n59,g20,g56
n57,g30,g66
n66,g51,g70
n37,g53,g27
n13,g86,g72
n40,g71,g8
n19,g9,g68
n46,g78,g75
n7,g77,g42
n15,g7,g17
n48,g89,g52
n41,g95,g30
n64,g70,g69
n56,g89,g23
n2,g70,g52
n1,g60,g82
