n70,g56,g24
n65,g33,g37
n6,g91,g95
n35,g76,g23
n4,g8,g0
n32,g83,g31
n26,g94,g20
n21,g42,g36
n60,g76,g93
n20,g67,g84
n51,g45,g73
n69,g75,g59
n28,g74,g77
n14,g5,g36
n45,g86,g49
n39,g10,g95
n5,g90,g29
n23,g53,g78
n24,g87,g76
n54,g54,g77
n16,g91,g34
n17,g22,g52
n18,g13,g6
n63,g17,g41
n9,g34,g66
n25,g38,g33
n30,g19,g40
n31,g51,g85
n10,g93,g11
n43,g43,g68
n68,g37,g91
n34,g26,g12
n8,g62,g45
n53,g91,g83
n55,g78,g4
n38,g19,g78
n33,g36,g55
n62,g86,g73
n11,g31,g65
n27,g29,g44
n50,g45,g71
n44,g75,g84
n12,g21,g50
n67,g63,g8
n0,g90,g10
n22,g20,g81
n58,g12,g37
n36,g86,g63
n42,g83,g68
n61,g22,g79
n3,g91,g76
n29,g32,g95
n47,g89,g63
n49,g59,g27
n52,g8,g13
n59,g23,g22
n57,g45,g65
n66,g12,g54
n37,g71,g75
n13,g15,g4
n40,g92,g6
n19,g98,g46
n46,g44,g13
n7,g32,g47
n15,g40,g3
n48,g86,g99
n41,g41,g94
n64,g99,g46
n56,g43,g26
n2,g80,g63
n1,g31,g7
