n70,g29,g14
n65,g82,g84
n6,g69,g33
n35,g67,g5
n4,g75,g52
n32,g56,g16
n26,g77,g18
n21,g28,g38
n60,g68,g96
n20,g67,g48
n51,g17,g44
n69,g73,g57
n28,g7,g13
n14,g49,g4
n45,g68,g74
n39,g6,g44
n5,g12,g40
n23,g34,g87
n24,g2,g88
n54,g68,g3
n16,g90,g37
n17,g4,g27
n18,g93,g52
n63,g43,g63
n9,g65,g68
n25,g66,g8
n30,g74,g43
n31,g77,g84
n10,g12,g49
n43,g52,g98
n68,g11,g72
n34,g16,g6
n8,g40,g13
n53,g71,g91
n55,g39,g95
n38,g84,g19
n33,g89,g48
n62,g8,g13
n11,g3,g39
n27,g80,g48
n50,g45,g44
n44,g12,g21
n12,g70,g64
n67,g92,g23
n0,g79,g16
n22,g94,g88
n58,g93,g94
n36,g93,g80
n42,g79,g37
n61,g6,g87
n3,g23,g18
n29,g86,g66
n47,g20,g74
n49,g39,g13
n52,g98,g63
n59,g76,g61
n57,g36,g76
n66,g47,g9
n37,g20,g41
n13,g48,g47
n40,g39,g47
n19,g67,g52
n46,g6,g39
n7,g28,g41
n15,g2,g40
n48,g37,g18
n41,g63,g82
n64,g63,g80
n56,g21,g38
n2,g42,g16
n1,g12,g34
