n70,g20,g7
n65,g9,g14
n6,g34,g42
n35,g82,g48
n4,g55,g48
n32,g8,g49
n26,g75,g99
n21,g10,g58
n60,g15,g25
n20,g66,g44
n51,g14,g68
n69,g45,g90
n28,g15,g90
n14,g64,g36
n45,g61,g30
n39,g42,g91
n5,g55,g34
n23,g51,g67
n24,g71,g68
n54,g1,g22
n16,g26,g37
n17,g66,g80
n18,g69,g83
n63,g35,g38
n9,g88,g98
n25,g62,g47
n30,g44,g81
n31,g89,g75
n10,g87,g51
n43,g12,g69
n68,g97,g56
n34,g25,g28
n8,g97,g38
n53,g61,g0
n55,g41,g64
n38,g33,g2
n33,g86,g48
n62,g22,g14
n11,g47,g89
n27,g43,g20
n50,g61,g97
n44,g43,g41
n12,g97,g58
n67,g17,g99
n0,g58,g61
n22,g77,g46
n58,g22,g91
n36,g92,g69
n42,g23,g52
n61,g97,g83
n3,g36,g31
n29,g19,g35
n47,g70,g4
n49,g47,g78
n52,g2,g50
n59,g70,g79
n57,g15,g93
n66,g86,g93
n37,g44,g9
n13,g75,g47
n40,g96,g74
n19,g76,g22
n46,g3,g39
n7,g53,g74
n15,g93,g12
n48,g40,g46
n41,g9,g46
n64,g78,g18
n56,g61,g35
n2,g54,g65
n1,g35,g85
