n70,g22,g95
n65,g54,g60
n6,g12,g45
n35,g23,g87
n4,g66,g72
n32,g24,g77
n26,g84,g53
n21,g68,g96
n60,g59,g68
n20,g31,g10
n51,g17,g22
n69,g9,g14
n28,g42,g14
n14,g4,g78
n45,g13,g84
n39,g59,g81
n5,g52,g65
n23,g54,g80
n24,g66,g85
n54,g18,g53
n16,g31,g39
n17,g61,g76
n18,g83,g79
n63,g19,g72
n9,g76,g73
n25,g50,g42
n30,g74,g38
n31,g24,g29
n10,g55,g30
n43,g84,g22
n68,g25,g96
n34,g69,g37
n8,g25,g71
n53,g53,g57
n55,g19,g77
n38,g79,g28
n33,g37,g83
n62,g43,g30
n11,g24,g59
n27,g76,g82
n50,g97,g79
n44,g82,g35
n12,g8,g21
n67,g5,g8
n0,g46,g56
n22,g31,g55
n58,g76,g18
n36,g11,g53
n42,g81,g21
n61,g56,g24
n3,g40,g77
n29,g49,g93
n47,g11,g69
n49,g4,g50
n52,g75,g71
n59,g33,g1
n57,g73,g83
n66,g45,g68
n37,g61,g53
n13,g96,g26
n40,g32,g40
n19,g66,g57
n46,g88,g72
n7,g55,g23
n15,g7,g45
n48,g47,g48
n41,g63,g12
n64,g12,g68
n56,g52,g2
n2,g98,g15
n1,g78,g45
