n70,g81,g44
n65,g27,g25
n6,g21,g20
n35,g66,g0
n4,g94,g80
n32,g63,g74
n72,g61,g2
n74,g1,g86
n26,g50,g68
n21,g12,g80
n60,g3,g19
n20,g69,g45
n73,g56,g20
n51,g10,g0
n69,g22,g45
n71,g3,g8
n28,g60,g1
n14,g47,g30
n45,g5,g34
n39,g64,g20
n5,g91,g86
n23,g53,g90
n24,g50,g36
n54,g58,g15
n16,g99,g57
n17,g37,g60
n18,g46,g19
n63,g73,g49
n9,g26,g60
n25,g33,g0
n30,g89,g5
n31,g98,g57
n10,g8,g23
n43,g42,g80
n68,g28,g9
n34,g67,g55
n8,g12,g49
n53,g45,g93
n55,g8,g77
n38,g78,g59
n33,g65,g35
n62,g35,g85
n11,g37,g38
n27,g36,g67
n50,g26,g25
n44,g30,g93
n12,g97,g92
n67,g74,g83
n75,g48,g98
n0,g69,g40
n22,g73,g29
n58,g95,g56
n36,g50,g89
n42,g4,g76
n61,g69,g71
n3,g45,g12
n29,g63,g33
n47,g62,g38
n49,g33,g47
n52,g6,g47
n59,g80,g50
n57,g23,g96
n66,g1,g68
n37,g23,g21
n13,g25,g51
n40,g65,g42
n19,g54,g41
n46,g55,g3
n7,g4,g92
n15,g37,g61
n48,g8,g78
n41,g60,g61
n64,g89,g4
n56,g67,g88
n2,g91,g47
n1,g53,g30
