n70,g14,g16
n65,g32,g0
n6,g78,g7
n35,g59,g19
n4,g95,g20
n32,g30,g32
n72,g57,g20
n74,g46,g89
n26,g75,g83
n21,g33,g79
n60,g94,g38
n20,g59,g29
n73,g52,g2
n51,g10,g67
n69,g25,g69
n71,g35,g73
n28,g27,g50
n14,g79,g65
n45,g53,g15
n39,g1,g76
n5,g81,g88
n23,g40,g86
n24,g98,g69
n54,g27,g54
n16,g26,g25
n17,g90,g31
n18,g26,g85
n63,g91,g30
n9,g5,g29
n25,g2,g44
n30,g86,g83
n31,g74,g79
n10,g26,g65
n43,g60,g34
n68,g22,g1
n34,g92,g14
n8,g32,g47
n53,g88,g27
n55,g47,g43
n38,g59,g42
n33,g94,g89
n62,g6,g27
n11,g36,g93
n27,g71,g38
n50,g63,g67
n44,g56,g35
n12,g0,g46
n67,g58,g36
n75,g47,g24
n0,g86,g2
n22,g88,g66
n58,g72,g94
n36,g50,g0
n42,g89,g50
n61,g73,g13
n3,g85,g51
n29,g56,g54
n47,g78,g6
n49,g19,g47
n52,g33,g24
n59,g9,g43
n57,g4,g22
n66,g10,g86
n37,g63,g60
n13,g82,g31
n40,g11,g7
n19,g32,g62
n46,g45,g50
n7,g84,g45
n15,g40,g38
n48,g68,g4
n41,g19,g43
n64,g54,g84
n56,g98,g19
n2,g97,g39
n1,g17,g69
