n70,g81,g98
n65,g2,g74
n6,g22,g99
n35,g60,g1
n4,g39,g27
n32,g32,g77
n72,g85,g70
n74,g81,g99
n26,g28,g43
n21,g35,g9
n60,g38,g88
n20,g39,g50
n73,g56,g11
n51,g66,g94
n69,g49,g78
n71,g40,g16
n28,g15,g82
n14,g98,g31
n45,g25,g32
n39,g19,g37
n5,g73,g22
n23,g86,g26
n24,g82,g33
n54,g44,g25
n16,g22,g48
n17,g79,g65
n18,g30,g95
n63,g11,g45
n9,g75,g38
n25,g62,g75
n30,g75,g51
n31,g6,g64
n10,g67,g54
n43,g17,g0
n68,g92,g72
n34,g53,g36
n8,g50,g9
n53,g18,g7
n55,g71,g9
n38,g38,g76
n33,g84,g87
n62,g90,g81
n11,g94,g87
n27,g48,g80
n50,g71,g26
n44,g59,g63
n12,g93,g57
n67,g3,g38
n75,g71,g98
n0,g86,g82
n22,g29,g62
n58,g11,g41
n36,g80,g19
n42,g74,g94
n61,g89,g5
n3,g63,g39
n29,g0,g5
n47,g41,g57
n49,g17,g27
n52,g59,g30
n59,g23,g1
n57,g54,g26
n66,g9,g18
n37,g59,g66
n13,g60,g42
n40,g58,g39
n19,g91,g29
n46,g49,g89
n7,g82,g99
n15,g21,g64
n48,g65,g26
n41,g50,g12
n64,g59,g37
n56,g92,g7
n2,g26,g58
n1,g0,g47
