n70,g99,g21
n65,g72,g86
n6,g49,g41
n35,g23,g93
n4,g26,g95
n32,g32,g8
n72,g13,g79
n74,g74,g72
n26,g0,g54
n21,g70,g98
n60,g32,g10
n20,g41,g77
n73,g42,g13
n51,g14,g82
n69,g0,g82
n71,g62,g20
n28,g92,g28
n14,g66,g69
n45,g9,g64
n39,g5,g19
n5,g19,g17
n23,g61,g65
n24,g87,g26
n54,g53,g27
n16,g14,g95
n17,g30,g49
n18,g84,g54
n63,g18,g81
n9,g64,g3
n25,g14,g80
n30,g57,g85
n31,g21,g94
n10,g68,g63
n43,g21,g65
n68,g41,g90
n34,g93,g59
n8,g3,g57
n53,g87,g75
n55,g57,g20
n38,g64,g18
n33,g48,g27
n62,g94,g55
n11,g19,g43
n27,g2,g51
n50,g16,g14
n44,g61,g11
n12,g91,g76
n67,g32,g76
n75,g31,g0
n0,g35,g51
n22,g14,g75
n58,g86,g42
n36,g87,g17
n42,g45,g63
n61,g78,g54
n3,g20,g73
n29,g93,g30
n47,g22,g83
n49,g32,g79
n52,g36,g48
n59,g69,g92
n57,g62,g30
n66,g49,g57
n37,g60,g34
n13,g64,g22
n40,g52,g88
n19,g80,g66
n46,g43,g33
n7,g45,g73
n15,g1,g20
n48,g12,g36
n41,g64,g70
n64,g28,g42
n56,g44,g15
n2,g96,g73
n1,g41,g15
