n70,g11,g58
n65,g80,g73
n6,g78,g19
n35,g97,g31
n4,g43,g51
n32,g69,g30
n72,g84,g37
n74,g1,g49
n26,g29,g19
n21,g32,g80
n60,g7,g49
n20,g93,g35
n73,g48,g63
n51,g20,g83
n69,g39,g28
n71,g82,g5
n28,g47,g20
n77,g15,g82
n14,g93,g2
n45,g35,g0
n39,g79,g54
n5,g57,g9
n23,g83,g16
n24,g90,g26
n54,g19,g83
n16,g7,g31
n17,g97,g44
n18,g85,g33
n63,g49,g26
n9,g44,g49
n25,g65,g17
n30,g46,g47
n31,g29,g35
n10,g50,g78
n43,g80,g31
n68,g91,g70
n34,g49,g99
n8,g17,g27
n53,g99,g59
n55,g82,g67
n38,g84,g5
n33,g64,g57
n62,g2,g5
n11,g92,g41
n27,g52,g72
n50,g13,g90
n44,g30,g36
n12,g92,g7
n67,g64,g17
n75,g91,g3
n0,g74,g63
n22,g88,g40
n58,g71,g22
n36,g35,g28
n42,g63,g52
n61,g14,g52
n78,g38,g53
n3,g92,g24
n29,g71,g64
n47,g90,g19
n49,g64,g53
n52,g89,g16
n59,g33,g94
n57,g98,g21
n66,g89,g33
n37,g28,g76
n13,g95,g25
n40,g65,g42
n19,g75,g30
n46,g73,g74
n7,g55,g69
n15,g52,g55
n48,g87,g79
n41,g51,g33
n76,g79,g60
n64,g13,g91
n56,g84,g25
n2,g51,g71
n1,g29,g48
