n70,g66,g33
n65,g36,g87
n6,g16,g8
n35,g52,g0
n4,g75,g3
n32,g88,g94
n72,g82,g93
n74,g49,g37
n26,g56,g55
n21,g96,g47
n60,g58,g87
n20,g60,g77
n73,g81,g52
n51,g75,g83
n69,g28,g76
n71,g84,g73
n28,g46,g68
n77,g99,g19
n14,g40,g68
n45,g77,g74
n39,g21,g0
n5,g73,g91
n23,g67,g10
n24,g19,g37
n54,g47,g38
n16,g25,g65
n17,g91,g60
n18,g30,g46
n63,g79,g96
n9,g72,g50
n25,g9,g41
n30,g18,g39
n31,g80,g8
n10,g49,g32
n43,g45,g86
n68,g39,g90
n34,g40,g72
n8,g10,g48
n53,g85,g0
n55,g46,g11
n38,g74,g23
n33,g24,g8
n62,g61,g24
n11,g13,g61
n27,g10,g55
n50,g46,g96
n44,g56,g5
n12,g15,g27
n67,g67,g81
n75,g86,g66
n0,g96,g93
n22,g34,g63
n58,g33,g32
n36,g70,g95
n42,g25,g87
n61,g39,g1
n78,g88,g44
n3,g23,g99
n29,g57,g4
n47,g12,g57
n49,g82,g45
n52,g20,g57
n59,g95,g67
n57,g10,g35
n66,g65,g55
n37,g37,g43
n13,g7,g47
n40,g40,g22
n19,g15,g39
n46,g89,g23
n7,g46,g80
n15,g57,g50
n48,g31,g4
n41,g10,g82
n76,g93,g17
n64,g48,g88
n56,g82,g6
n2,g62,g6
n1,g86,g29
