n70,g13,g45
n65,g55,g57
n6,g36,g27
n35,g14,g49
n4,g75,g2
n32,g90,g7
n72,g92,g55
n74,g4,g22
n26,g26,g88
n21,g25,g46
n60,g58,g66
n20,g4,g37
n73,g31,g79
n51,g98,g25
n69,g51,g33
n71,g69,g78
n28,g43,g3
n77,g97,g14
n14,g32,g15
n45,g60,g9
n39,g4,g97
n5,g24,g75
n23,g54,g11
n24,g78,g9
n54,g46,g91
n16,g90,g30
n17,g43,g82
n18,g33,g46
n63,g48,g74
n9,g7,g85
n25,g83,g48
n30,g32,g20
n31,g15,g44
n10,g32,g66
n43,g23,g21
n68,g48,g7
n34,g28,g47
n8,g62,g63
n53,g41,g11
n55,g97,g93
n38,g84,g23
n33,g90,g49
n62,g18,g53
n11,g90,g68
n27,g36,g31
n50,g38,g43
n44,g66,g53
n12,g69,g93
n67,g56,g10
n75,g40,g29
n0,g61,g98
n22,g84,g7
n58,g56,g84
n36,g30,g88
n42,g11,g79
n61,g97,g54
n78,g36,g66
n3,g37,g51
n29,g45,g25
n47,g17,g18
n49,g53,g23
n52,g79,g21
n59,g89,g75
n57,g51,g6
n66,g9,g44
n37,g44,g25
n13,g25,g2
n40,g48,g1
n19,g50,g46
n46,g57,g47
n7,g58,g0
n15,g71,g14
n48,g72,g57
n41,g83,g27
n76,g59,g58
n64,g10,g30
n56,g41,g70
n2,g51,g48
n1,g61,g17
