n70,g33,g2
n6,g89,g86
n4,g80,g65
n22,g38,g74
n21,g84,g80
n60,g46,g28
n79,g18,g98
n74,g67,g39
n69,g42,g46
n28,g71,g82
n14,g98,g58
n45,g73,g63
n5,g41,g87
n23,g43,g36
n24,g9,g5
n17,g30,g31
n54,g42,g95
n77,g45,g64
n63,g82,g29
n9,g89,g22
n25,g36,g74
n10,g45,g55
n68,g82,g90
n34,g39,g44
n72,g80,g15
n73,g66,g92
n55,g20,g79
n44,g22,g41
n16,g29,g26
n80,g64,g68
n81,g28,g8
n75,g75,g9
n66,g95,g54
n47,g47,g52
n52,g27,g8
n59,g1,g92
n57,g21,g43
n71,g74,g21
n37,g84,g97
n31,g86,g64
n19,g88,g71
n46,g71,g35
n65,g63,g23
n85,g0,g69
n1,g64,g50
n84,g11,g80
n32,g32,g47
n26,g23,g68
n20,g61,g31
n53,g93,g65
n56,g5,g72
n76,g9,g19
n38,g66,g57
n13,g19,g46
n67,g62,g63
n41,g55,g50
n18,g59,g50
n11,g28,g84
n30,g43,g48
n35,g8,g33
n8,g28,g75
n83,g75,g84
n39,g59,g76
n33,g1,g24
n27,g17,g82
n50,g84,g29
n12,g23,g55
n82,g53,g87
n0,g44,g70
n43,g79,g87
n58,g18,g77
n36,g2,g99
n42,g76,g91
n61,g60,g34
n78,g8,g66
n3,g32,g66
n29,g54,g66
n49,g11,g77
n86,g83,g12
n62,g96,g61
n40,g2,g56
n51,g54,g89
n7,g29,g30
n15,g92,g93
n48,g57,g99
n64,g0,g9
n2,g22,g79
