n70,g60,g78
n65,g73,g70
n6,g78,g45
n35,g90,g80
n4,g54,g98
n32,g2,g66
n72,g70,g51
n26,g75,g93
n21,g30,g97
n60,g74,g41
n20,g68,g10
n73,g9,g38
n51,g72,g62
n69,g88,g79
n71,g76,g19
n28,g61,g29
n14,g71,g53
n45,g43,g45
n39,g11,g0
n5,g7,g94
n23,g23,g7
n24,g9,g1
n54,g83,g16
n16,g58,g49
n17,g91,g96
n18,g89,g75
n63,g17,g91
n9,g10,g56
n25,g89,g76
n30,g1,g81
n31,g79,g35
n10,g25,g38
n43,g26,g61
n68,g55,g5
n34,g56,g88
n8,g53,g73
n53,g64,g25
n55,g32,g82
n38,g78,g23
n33,g77,g84
n62,g7,g21
n11,g97,g87
n27,g35,g95
n50,g64,g77
n44,g25,g13
n12,g88,g73
n67,g21,g36
n0,g84,g89
n22,g1,g29
n58,g71,g56
n36,g30,g72
n42,g50,g7
n61,g5,g1
n3,g77,g14
n29,g10,g51
n47,g67,g87
n49,g49,g56
n52,g39,g56
n59,g36,g87
n57,g50,g60
n66,g17,g8
n37,g65,g99
n13,g58,g34
n40,g87,g24
n19,g76,g95
n46,g47,g9
n7,g38,g45
n15,g66,g5
n48,g18,g61
n41,g44,g37
n64,g47,g50
n56,g34,g72
n2,g89,g7
n1,g89,g5
