n70,g28,g98
n65,g92,g19
n6,g79,g17
n35,g1,g24
n4,g64,g43
n32,g35,g42
n72,g74,g2
n26,g53,g86
n21,g8,g95
n60,g83,g19
n20,g42,g84
n73,g22,g83
n51,g8,g13
n69,g33,g21
n71,g24,g30
n28,g53,g57
n14,g81,g52
n45,g91,g33
n39,g82,g17
n5,g43,g50
n23,g75,g11
n24,g18,g50
n54,g78,g90
n16,g34,g28
n17,g59,g82
n18,g63,g24
n63,g70,g28
n9,g18,g83
n25,g19,g99
n30,g42,g41
n31,g98,g49
n10,g49,g61
n43,g23,g29
n68,g90,g75
n34,g39,g79
n8,g39,g32
n53,g66,g64
n55,g40,g23
n38,g37,g67
n33,g17,g2
n62,g52,g79
n11,g68,g1
n27,g90,g19
n50,g63,g35
n44,g86,g36
n12,g73,g36
n67,g57,g69
n0,g50,g82
n22,g65,g40
n58,g29,g18
n36,g97,g23
n42,g40,g24
n61,g12,g13
n3,g42,g22
n29,g99,g54
n47,g14,g15
n49,g23,g55
n52,g9,g36
n59,g43,g21
n57,g65,g76
n66,g57,g71
n37,g86,g17
n13,g70,g11
n40,g23,g39
n19,g37,g36
n46,g46,g8
n7,g20,g80
n15,g33,g87
n48,g65,g62
n41,g56,g30
n64,g89,g4
n56,g75,g54
n2,g53,g69
n1,g31,g7
