n70,g25,g57
n6,g45,g73
n4,g92,g8
n22,g74,g58
n21,g41,g46
n60,g93,g30
n79,g33,g73
n74,g13,g18
n69,g71,g12
n28,g10,g37
n14,g77,g19
n45,g36,g31
n5,g22,g32
n23,g77,g90
n24,g86,g48
n17,g7,g31
n54,g37,g6
n77,g91,g38
n63,g8,g33
n9,g69,g48
n25,g42,g26
n10,g59,g77
n68,g45,g81
n34,g37,g59
n72,g6,g48
n73,g66,g50
n55,g48,g73
n44,g27,g25
n16,g47,g18
n80,g45,g9
n81,g63,g27
n75,g37,g91
n66,g46,g63
n47,g82,g74
n52,g52,g88
n59,g91,g48
n57,g71,g92
n71,g62,g79
n37,g56,g98
n31,g55,g34
n19,g93,g81
n46,g98,g59
n65,g30,g7
n85,g49,g63
n1,g73,g71
n84,g86,g36
n32,g13,g63
n26,g95,g90
n20,g42,g91
n53,g31,g9
n56,g9,g39
n76,g59,g56
n38,g55,g24
n13,g69,g55
n67,g85,g50
n41,g95,g0
n18,g52,g44
n11,g21,g15
n30,g27,g93
n35,g42,g4
n8,g32,g79
n83,g0,g68
n39,g11,g91
n33,g35,g96
n27,g57,g35
n50,g82,g53
n12,g54,g10
n82,g39,g43
n0,g17,g38
n43,g64,g67
n58,g73,g1
n36,g7,g6
n42,g75,g70
n61,g7,g66
n78,g78,g22
n3,g66,g38
n29,g33,g30
n49,g57,g65
n62,g70,g43
n40,g13,g23
n51,g67,g66
n7,g26,g16
n15,g39,g80
n48,g98,g23
n64,g27,g32
n2,g66,g35
