n70,g29,g27
n6,g72,g38
n4,g77,g24
n22,g43,g92
n21,g39,g11
n60,g8,g61
n79,g13,g59
n74,g33,g48
n69,g24,g75
n28,g45,g52
n14,g25,g68
n45,g72,g32
n5,g62,g46
n23,g37,g59
n24,g42,g28
n17,g47,g49
n54,g41,g94
n77,g96,g35
n63,g83,g84
n9,g18,g49
n25,g86,g94
n87,g11,g86
n10,g60,g99
n68,g14,g43
n34,g41,g57
n72,g17,g72
n73,g89,g53
n55,g30,g11
n44,g13,g44
n16,g47,g97
n80,g82,g42
n81,g82,g61
n75,g41,g56
n66,g98,g75
n47,g74,g93
n52,g64,g83
n59,g71,g81
n57,g32,g59
n71,g21,g68
n37,g57,g67
n31,g96,g52
n19,g70,g37
n46,g13,g34
n65,g63,g86
n85,g47,g41
n1,g36,g0
n84,g51,g56
n32,g62,g55
n26,g9,g33
n20,g44,g92
n53,g20,g12
n56,g45,g63
n76,g32,g7
n38,g37,g60
n13,g56,g78
n67,g79,g41
n41,g42,g48
n18,g28,g24
n11,g60,g66
n30,g96,g1
n35,g90,g5
n8,g87,g28
n83,g40,g68
n39,g31,g45
n33,g6,g16
n27,g20,g78
n50,g81,g88
n12,g91,g40
n82,g27,g74
n0,g36,g89
n43,g17,g1
n58,g55,g31
n36,g14,g57
n42,g44,g42
n61,g69,g82
n78,g6,g15
n3,g68,g82
n29,g35,g43
n49,g59,g10
n86,g8,g13
n62,g63,g71
n40,g9,g23
n51,g45,g43
n7,g79,g22
n15,g57,g8
n48,g43,g30
n64,g55,g42
n2,g48,g66
