n70,g80,g93
n6,g41,g4
n4,g23,g40
n22,g67,g84
n21,g86,g15
n60,g21,g18
n79,g67,g16
n74,g49,g75
n69,g53,g38
n28,g88,g87
n14,g63,g1
n45,g85,g83
n5,g18,g86
n23,g54,g91
n24,g0,g19
n17,g26,g50
n54,g93,g58
n77,g70,g33
n63,g70,g99
n9,g13,g57
n25,g22,g47
n87,g86,g94
n10,g46,g92
n68,g64,g59
n34,g66,g1
n72,g43,g27
n73,g28,g0
n55,g18,g8
n44,g60,g78
n16,g70,g38
n80,g88,g70
n81,g29,g22
n75,g96,g56
n66,g12,g64
n47,g34,g60
n52,g4,g86
n59,g75,g65
n57,g48,g70
n71,g63,g53
n37,g37,g58
n31,g76,g78
n19,g11,g64
n46,g17,g89
n65,g97,g68
n85,g5,g41
n1,g44,g87
n84,g96,g58
n32,g16,g83
n26,g62,g36
n20,g7,g20
n53,g26,g63
n56,g75,g66
n76,g31,g90
n38,g7,g53
n13,g41,g90
n67,g68,g36
n41,g46,g64
n18,g52,g63
n11,g84,g43
n30,g88,g26
n35,g3,g1
n8,g53,g43
n83,g19,g10
n39,g18,g65
n33,g13,g54
n27,g11,g58
n50,g24,g77
n12,g53,g37
n82,g56,g98
n0,g46,g45
n43,g23,g95
n58,g11,g40
n36,g15,g26
n42,g48,g64
n61,g52,g15
n78,g62,g72
n3,g74,g65
n29,g2,g83
n49,g74,g63
n86,g89,g40
n62,g60,g25
n40,g93,g9
n51,g71,g81
n7,g89,g49
n15,g66,g56
n48,g91,g72
n64,g14,g31
n2,g38,g61
