n70,g12,g86
n65,g92,g96
n6,g3,g52
n35,g50,g41
n4,g60,g78
n32,g62,g13
n72,g59,g13
n26,g5,g77
n21,g25,g12
n60,g78,g46
n20,g98,g95
n51,g82,g80
n69,g45,g93
n71,g82,g39
n28,g46,g49
n14,g70,g68
n45,g69,g40
n39,g72,g40
n5,g43,g1
n23,g80,g67
n24,g60,g21
n54,g24,g87
n16,g30,g14
n17,g94,g49
n18,g42,g48
n63,g97,g75
n9,g36,g88
n25,g10,g41
n30,g99,g87
n31,g68,g9
n10,g46,g99
n43,g41,g59
n68,g40,g9
n34,g99,g96
n8,g56,g90
n53,g88,g52
n55,g1,g38
n38,g99,g32
n33,g51,g78
n62,g36,g55
n11,g19,g63
n27,g39,g23
n50,g54,g76
n44,g44,g30
n12,g77,g46
n67,g11,g40
n0,g18,g63
n22,g25,g62
n58,g33,g81
n36,g8,g33
n42,g15,g2
n61,g66,g84
n3,g11,g6
n29,g3,g20
n47,g37,g98
n49,g97,g52
n52,g31,g46
n59,g51,g63
n57,g77,g87
n66,g36,g16
n37,g94,g47
n13,g89,g81
n40,g16,g97
n19,g93,g89
n46,g41,g15
n7,g2,g4
n15,g48,g6
n48,g53,g33
n41,g26,g75
n64,g42,g0
n56,g43,g41
n2,g5,g4
n1,g72,g75
