n70,g55,g43
n65,g69,g55
n6,g21,g42
n35,g3,g16
n4,g70,g38
n32,g8,g39
n72,g81,g66
n26,g19,g76
n21,g52,g3
n60,g30,g17
n20,g26,g33
n51,g36,g82
n69,g42,g29
n71,g52,g47
n28,g73,g99
n14,g37,g8
n45,g74,g86
n39,g38,g34
n5,g36,g38
n23,g64,g7
n24,g50,g13
n54,g61,g3
n16,g11,g40
n17,g56,g49
n18,g91,g69
n63,g17,g36
n9,g59,g22
n25,g20,g51
n30,g27,g46
n31,g25,g17
n10,g62,g63
n43,g93,g39
n68,g11,g46
n34,g90,g75
n8,g0,g14
n53,g45,g18
n55,g25,g55
n38,g18,g69
n33,g39,g5
n62,g12,g22
n11,g71,g56
n27,g77,g36
n50,g67,g89
n44,g63,g52
n12,g11,g68
n67,g53,g64
n0,g8,g83
n22,g33,g88
n58,g17,g42
n36,g94,g5
n42,g72,g28
n61,g53,g21
n3,g70,g29
n29,g60,g34
n47,g31,g13
n49,g50,g11
n52,g82,g64
n59,g30,g71
n57,g43,g71
n66,g77,g37
n37,g19,g35
n13,g34,g66
n40,g94,g39
n19,g27,g51
n46,g78,g18
n7,g50,g92
n15,g64,g9
n48,g80,g83
n41,g70,g82
n64,g62,g47
n56,g10,g65
n2,g76,g31
n1,g65,g30
