n0,g36,g8
n1,g10,g28
n2,g75,g70
n3,g92,g17
n4,g84,g20
n5,g34,g31
n6,g25,g4
n7,g5,g17
n8,g28,g93
n9,g88,g40
n10,g87,g16
n11,g89,g65
n12,g37,g39
n13,g95,g13
n14,g60,g49
n15,g50,g5
n16,g89,g77
n17,g42,g45
n18,g65,g83
n19,g89,g30
n20,g57,g72
n21,g61,g94
n22,g49,g35
n23,g24,g10
n24,g78,g12
n25,g60,g23
n26,g23,g18
n27,g53,g28
n28,g68,g99
n29,g51,g5
n30,g45,g28
n31,g54,g42
n32,g72,g11
n33,g9,g87
n34,g47,g92
n35,g29,g72
n36,g64,g36
n37,g34,g51
n38,g45,g33
n39,g24,g15
n40,g35,g25
n41,g47,g82
n42,g12,g58
n43,g17,g95
n44,g17,g57
n45,g99,g61
n46,g30,g22
n47,g1,g7
n48,g41,g96
n49,g87,g70
n50,g58,g19
n51,g26,g52
n52,g8,g90
n53,g92,g43
n54,g53,g44
n55,g12,g41
n56,g5,g36
n57,g4,g17
n58,g42,g32
n59,g41,g44
n60,g10,g39
n61,g11,g71
n62,g67,g2
n63,g44,g10
n64,g62,g99
n65,g69,g41
n66,g66,g51
n67,g79,g52
n68,g96,g20
n69,g78,g24
n70,g29,g99
n71,g42,g38
n72,g59,g61
n73,g91,g2
n74,g38,g6
n75,g79,g31
n76,g20,g65
n77,g63,g86
n78,g59,g44
n79,g98,g31
