n70,g40,g85
n65,g85,g67
n6,g63,g27
n35,g2,g28
n4,g66,g24
n32,g66,g89
n72,g61,g87
n83,g15,g16
n74,g66,g76
n26,g31,g59
n21,g38,g16
n60,g82,g0
n20,g35,g36
n73,g64,g83
n51,g70,g14
n69,g90,g61
n71,g4,g60
n28,g13,g9
n77,g45,g58
n14,g26,g4
n45,g29,g94
n39,g16,g2
n5,g84,g9
n23,g64,g9
n24,g7,g37
n54,g48,g49
n16,g38,g58
n82,g39,g45
n17,g4,g55
n18,g35,g52
n63,g66,g1
n9,g48,g1
n25,g16,g84
n30,g89,g96
n31,g22,g83
n10,g49,g7
n43,g82,g72
n68,g82,g42
n34,g30,g0
n8,g71,g97
n79,g10,g49
n53,g61,g51
n55,g42,g84
n38,g31,g74
n33,g58,g41
n62,g69,g2
n11,g70,g16
n27,g70,g34
n50,g52,g47
n44,g7,g53
n12,g89,g42
n67,g33,g83
n75,g32,g66
n80,g88,g29
n0,g78,g71
n22,g21,g57
n81,g54,g49
n58,g27,g53
n36,g55,g42
n42,g60,g54
n61,g86,g48
n78,g18,g21
n3,g84,g25
n29,g17,g97
n47,g85,g80
n49,g87,g57
n52,g15,g92
n59,g33,g79
n57,g98,g31
n66,g68,g5
n37,g57,g86
n13,g53,g31
n40,g93,g46
n19,g56,g50
n46,g77,g42
n7,g88,g18
n15,g28,g1
n48,g76,g83
n41,g6,g20
n76,g99,g95
n64,g58,g76
n56,g52,g71
n2,g94,g63
n1,g88,g94
