n70,g62,g12
n65,g95,g97
n6,g66,g4
n35,g15,g59
n4,g50,g65
n32,g73,g53
n72,g52,g67
n83,g36,g77
n74,g17,g63
n26,g70,g87
n21,g90,g92
n60,g97,g32
n20,g73,g44
n73,g15,g8
n51,g87,g31
n69,g11,g82
n71,g66,g43
n28,g1,g79
n77,g76,g71
n14,g80,g50
n45,g56,g81
n39,g35,g17
n5,g53,g66
n23,g47,g15
n24,g42,g47
n54,g80,g46
n16,g31,g50
n82,g29,g48
n17,g5,g70
n18,g72,g98
n63,g14,g69
n9,g71,g45
n25,g85,g31
n30,g19,g46
n31,g10,g34
n10,g89,g55
n43,g76,g27
n68,g15,g1
n34,g20,g76
n8,g7,g37
n79,g13,g85
n53,g58,g75
n55,g53,g57
n38,g7,g32
n33,g67,g56
n62,g13,g45
n11,g34,g78
n27,g87,g41
n50,g70,g42
n44,g71,g21
n12,g11,g40
n67,g93,g27
n75,g36,g98
n80,g71,g60
n0,g10,g52
n22,g32,g6
n81,g10,g11
n58,g10,g14
n36,g99,g51
n42,g83,g99
n61,g7,g40
n78,g89,g4
n3,g23,g51
n29,g98,g87
n47,g15,g57
n49,g41,g91
n52,g16,g58
n59,g67,g10
n57,g42,g84
n66,g20,g54
n37,g4,g5
n13,g20,g41
n40,g44,g11
n19,g50,g20
n46,g61,g32
n7,g53,g0
n15,g72,g53
n48,g51,g4
n41,g86,g9
n76,g81,g86
n64,g89,g48
n56,g28,g41
n2,g46,g21
n1,g49,g51
