n70,g46,g80
n65,g62,g12
n6,g14,g15
n35,g16,g66
n4,g35,g4
n32,g24,g2
n72,g6,g44
n83,g32,g2
n74,g35,g61
n26,g29,g15
n21,g70,g45
n60,g87,g58
n20,g5,g50
n73,g49,g71
n51,g20,g40
n69,g1,g62
n71,g20,g41
n28,g86,g78
n77,g70,g67
n14,g8,g82
n45,g14,g42
n39,g27,g47
n5,g33,g73
n23,g48,g1
n24,g6,g31
n54,g8,g13
n16,g23,g52
n82,g49,g92
n17,g0,g97
n18,g94,g48
n63,g27,g52
n9,g67,g14
n25,g2,g47
n30,g91,g14
n31,g56,g81
n10,g93,g27
n43,g70,g56
n68,g50,g79
n34,g42,g38
n8,g62,g61
n79,g59,g1
n53,g57,g85
n55,g66,g94
n38,g54,g92
n33,g49,g66
n62,g37,g20
n11,g42,g97
n27,g43,g75
n50,g80,g53
n44,g9,g57
n12,g33,g82
n67,g75,g33
n75,g35,g20
n80,g16,g1
n0,g10,g32
n22,g55,g53
n81,g21,g47
n58,g41,g44
n36,g41,g78
n42,g3,g51
n61,g11,g0
n78,g34,g48
n3,g5,g0
n29,g11,g5
n47,g15,g22
n49,g18,g92
n52,g68,g18
n59,g65,g89
n57,g13,g25
n66,g79,g57
n37,g71,g78
n13,g56,g27
n40,g34,g93
n19,g87,g97
n46,g80,g38
n7,g73,g34
n15,g55,g72
n48,g50,g38
n41,g23,g82
n76,g63,g91
n64,g76,g41
n56,g2,g18
n2,g95,g10
n1,g36,g89
