n70,g68,g66
n65,g86,g81
n6,g52,g77
n35,g30,g44
n4,g24,g80
n32,g48,g44
n72,g91,g56
n83,g97,g62
n74,g25,g31
n26,g20,g48
n21,g74,g19
n60,g46,g3
n20,g97,g52
n73,g7,g26
n51,g17,g69
n69,g48,g19
n71,g69,g72
n28,g62,g54
n77,g53,g65
n14,g94,g28
n45,g21,g87
n39,g72,g8
n5,g66,g40
n23,g94,g46
n24,g59,g9
n54,g37,g82
n16,g19,g90
n82,g60,g1
n17,g71,g43
n18,g99,g59
n63,g52,g39
n9,g58,g78
n25,g8,g69
n30,g43,g91
n31,g77,g7
n10,g82,g99
n43,g65,g5
n68,g18,g12
n34,g48,g83
n8,g6,g80
n79,g40,g10
n53,g66,g25
n55,g73,g84
n38,g15,g75
n33,g70,g97
n62,g96,g60
n11,g17,g64
n27,g76,g47
n50,g21,g40
n44,g80,g58
n12,g33,g35
n67,g50,g45
n75,g45,g35
n80,g58,g56
n0,g10,g61
n22,g46,g38
n81,g44,g10
n58,g27,g9
n36,g85,g81
n42,g56,g79
n61,g32,g96
n78,g50,g54
n3,g82,g91
n29,g53,g85
n47,g74,g24
n49,g33,g70
n52,g89,g45
n59,g53,g74
n57,g42,g97
n66,g80,g34
n37,g99,g53
n13,g38,g31
n40,g79,g22
n19,g27,g94
n46,g72,g87
n7,g97,g93
n15,g90,g3
n48,g3,g27
n41,g32,g42
n76,g96,g62
n64,g50,g71
n56,g88,g31
n2,g25,g62
n1,g11,g8
