n70,g60,g97
n65,g31,g33
n6,g38,g60
n35,g53,g2
n4,g28,g68
n32,g50,g30
n72,g93,g36
n74,g93,g25
n26,g67,g4
n21,g85,g4
n60,g19,g40
n20,g46,g22
n73,g96,g84
n51,g5,g59
n69,g81,g68
n71,g87,g20
n28,g59,g68
n14,g31,g45
n45,g49,g6
n39,g77,g6
n5,g24,g33
n23,g40,g31
n24,g75,g99
n54,g30,g53
n16,g41,g13
n17,g23,g15
n18,g9,g18
n63,g3,g73
n9,g88,g45
n25,g17,g36
n30,g18,g43
n31,g21,g79
n10,g81,g94
n43,g87,g13
n68,g23,g40
n34,g88,g92
n8,g48,g73
n53,g89,g49
n55,g53,g40
n38,g22,g36
n33,g11,g58
n62,g67,g63
n11,g56,g96
n27,g84,g87
n50,g76,g42
n44,g89,g41
n12,g67,g22
n67,g56,g81
n0,g25,g10
n22,g26,g31
n58,g45,g3
n36,g62,g4
n42,g94,g92
n61,g8,g2
n3,g52,g4
n29,g76,g16
n47,g42,g36
n49,g65,g31
n52,g86,g40
n59,g53,g83
n57,g13,g55
n66,g24,g86
n37,g69,g90
n13,g45,g43
n40,g50,g55
n19,g39,g41
n46,g34,g8
n7,g50,g14
n15,g6,g85
n48,g17,g22
n41,g77,g9
n64,g50,g78
n56,g48,g77
n2,g12,g37
n1,g67,g56
