n0,g62,g91
n1,g37,g0
n2,g43,g34
n3,g26,g5
n4,g91,g68
n5,g48,g29
n6,g49,g75
n7,g84,g57
n8,g61,g33
n9,g98,g32
n10,g61,g30
n11,g32,g51
n12,g94,g58
n13,g33,g31
n14,g3,g2
n15,g45,g35
n16,g39,g69
n17,g19,g57
n18,g8,g53
n19,g17,g64
n20,g87,g14
n21,g98,g92
n22,g56,g78
n23,g92,g82
n24,g41,g75
n25,g42,g11
n26,g41,g66
n27,g26,g8
n28,g73,g59
n29,g71,g52
n30,g38,g75
n31,g73,g2
n32,g65,g55
n33,g43,g54
n34,g4,g85
n35,g54,g1
n36,g94,g87
n37,g99,g49
n38,g73,g71
n39,g46,g14
n40,g15,g53
n41,g30,g22
n42,g57,g43
n43,g84,g82
n44,g33,g85
n45,g80,g54
n46,g20,g81
n47,g61,g35
n48,g71,g25
n49,g22,g15
n50,g67,g15
n51,g41,g15
n52,g33,g94
n53,g88,g76
n54,g29,g24
n55,g79,g21
n56,g45,g94
n57,g72,g56
n58,g99,g23
n59,g90,g72
n60,g83,g69
n61,g77,g70
n62,g14,g66
n63,g77,g82
n64,g39,g41
n65,g97,g96
n66,g35,g94
n67,g95,g29
n68,g6,g34
n69,g83,g67
n70,g44,g98
n71,g65,g68
n72,g83,g44
n73,g45,g20
n74,g53,g28
n75,g18,g59
n76,g1,g16
n77,g51,g35
n78,g49,g28
n79,g15,g24
n80,g95,g74
n81,g1,g97
n82,g77,g44
n83,g82,g78
n84,g17,g69
n85,g69,g77
n86,g44,g35
n87,g68,g27
n88,g76,g66
n89,g97,g0
n90,g95,g0
n91,g71,g57
n92,g45,g26
n93,g39,g16
n94,g88,g99
n95,g88,g34
n96,g20,g50
n97,g96,g55
n98,g60,g34
n99,g28,g74
n100,g51,g93
n101,g72,g69
n102,g82,g65
n103,g81,g47
n104,g26,g24
n105,g37,g46
n106,g23,g51
n107,g20,g7
n108,g8,g38
n109,g43,g48
n110,g13,g88
n111,g22,g14
n112,g39,g86
n113,g95,g71
n114,g12,g92
n115,g38,g30
n116,g76,g10
n117,g49,g40
n118,g5,g39
n119,g97,g95
