n70,g82,g62
n65,g21,g19
n6,g94,g27
n35,g17,g23
n4,g54,g2
n32,g77,g32
n72,g30,g57
n74,g94,g39
n26,g5,g50
n21,g58,g45
n60,g58,g91
n20,g74,g25
n73,g45,g39
n51,g12,g81
n69,g40,g85
n71,g52,g92
n28,g49,g67
n77,g53,g25
n14,g62,g97
n45,g26,g25
n39,g45,g61
n5,g71,g10
n23,g1,g52
n24,g16,g28
n54,g1,g48
n16,g6,g85
n17,g2,g14
n18,g35,g17
n63,g71,g66
n9,g94,g49
n25,g40,g87
n30,g37,g13
n31,g17,g85
n10,g9,g81
n43,g15,g89
n68,g40,g81
n34,g19,g99
n8,g10,g75
n79,g25,g72
n53,g30,g7
n55,g26,g22
n38,g48,g4
n33,g42,g11
n62,g5,g13
n11,g14,g97
n27,g13,g14
n50,g8,g60
n44,g81,g52
n12,g17,g89
n67,g92,g71
n75,g63,g16
n80,g22,g84
n0,g66,g53
n22,g73,g35
n81,g86,g4
n58,g91,g79
n36,g15,g2
n42,g80,g79
n61,g68,g80
n78,g34,g95
n3,g90,g8
n29,g66,g12
n47,g86,g87
n49,g57,g99
n52,g4,g36
n59,g65,g97
n57,g68,g16
n66,g95,g3
n37,g83,g49
n13,g42,g47
n40,g44,g58
n19,g40,g1
n46,g35,g9
n7,g38,g49
n15,g86,g22
n48,g86,g96
n41,g51,g92
n76,g13,g31
n64,g67,g0
n56,g28,g23
n2,g67,g19
n1,g37,g8
