n70,g36,g64
n65,g34,g39
n6,g13,g98
n35,g2,g87
n4,g16,g10
n32,g67,g66
n72,g26,g36
n74,g9,g38
n26,g68,g86
n21,g26,g10
n60,g4,g97
n20,g34,g15
n73,g28,g42
n51,g77,g41
n69,g40,g0
n71,g45,g41
n28,g6,g18
n14,g67,g49
n45,g72,g18
n39,g31,g30
n5,g91,g45
n23,g24,g76
n24,g62,g29
n54,g26,g95
n16,g98,g70
n17,g80,g72
n18,g27,g40
n63,g58,g87
n9,g89,g35
n25,g80,g38
n30,g55,g11
n31,g28,g1
n10,g31,g44
n43,g60,g75
n68,g30,g22
n34,g58,g74
n8,g84,g80
n53,g38,g41
n55,g14,g6
n38,g39,g16
n33,g75,g28
n62,g16,g18
n11,g90,g46
n27,g79,g16
n50,g6,g52
n44,g14,g83
n12,g52,g40
n67,g66,g17
n0,g0,g86
n22,g4,g20
n58,g97,g63
n36,g21,g38
n42,g60,g24
n61,g23,g65
n3,g85,g17
n29,g62,g69
n47,g40,g59
n49,g30,g85
n52,g78,g65
n59,g22,g88
n57,g91,g98
n66,g67,g68
n37,g98,g27
n13,g19,g70
n40,g57,g26
n19,g50,g72
n46,g31,g40
n7,g34,g24
n15,g89,g25
n48,g72,g31
n41,g76,g47
n64,g66,g29
n56,g48,g16
n2,g44,g5
n1,g18,g14
