n70,g73,g79
n65,g89,g9
n6,g94,g82
n35,g9,g8
n4,g20,g83
n32,g7,g33
n72,g54,g81
n74,g21,g3
n26,g8,g53
n21,g53,g70
n60,g14,g33
n20,g51,g50
n73,g75,g23
n51,g35,g73
n69,g38,g81
n71,g77,g66
n28,g26,g53
n14,g22,g63
n45,g39,g97
n39,g5,g55
n5,g51,g5
n23,g34,g91
n24,g96,g99
n54,g52,g29
n16,g23,g37
n17,g95,g34
n18,g39,g63
n63,g20,g43
n9,g0,g7
n25,g45,g8
n30,g1,g5
n31,g63,g19
n10,g7,g62
n43,g37,g54
n68,g44,g6
n34,g89,g47
n8,g88,g22
n53,g23,g62
n55,g95,g30
n38,g58,g50
n33,g97,g77
n62,g68,g62
n11,g90,g38
n27,g8,g76
n50,g68,g52
n44,g29,g69
n12,g82,g14
n67,g84,g59
n0,g33,g24
n22,g85,g81
n58,g85,g90
n36,g46,g58
n42,g6,g36
n61,g74,g78
n3,g90,g28
n29,g53,g0
n47,g90,g8
n49,g40,g65
n52,g97,g88
n59,g17,g20
n57,g59,g85
n66,g36,g57
n37,g53,g43
n13,g1,g36
n40,g24,g58
n19,g56,g95
n46,g28,g31
n7,g41,g50
n15,g75,g9
n48,g86,g33
n41,g57,g42
n64,g16,g96
n56,g75,g71
n2,g41,g12
n1,g6,g92
