n70,g43,g57
n65,g71,g22
n6,g30,g87
n35,g40,g18
n4,g45,g64
n32,g19,g18
n72,g70,g76
n74,g81,g80
n26,g87,g90
n21,g27,g94
n60,g7,g11
n20,g8,g90
n73,g78,g40
n51,g82,g98
n69,g85,g31
n71,g25,g37
n28,g64,g92
n14,g7,g36
n45,g25,g17
n39,g27,g28
n5,g25,g10
n23,g67,g76
n24,g95,g81
n54,g71,g9
n16,g50,g24
n17,g82,g85
n18,g71,g37
n63,g55,g3
n9,g65,g37
n25,g99,g40
n30,g50,g16
n31,g81,g48
n10,g75,g15
n43,g4,g28
n68,g85,g17
n34,g99,g24
n8,g27,g22
n53,g39,g88
n55,g39,g66
n38,g5,g90
n33,g69,g98
n62,g24,g1
n11,g8,g42
n27,g3,g63
n50,g9,g88
n44,g1,g68
n12,g35,g77
n67,g68,g83
n0,g64,g68
n22,g11,g31
n58,g73,g94
n36,g5,g13
n42,g60,g18
n61,g52,g44
n3,g82,g86
n29,g51,g19
n47,g62,g39
n49,g71,g21
n52,g31,g87
n59,g60,g46
n57,g28,g88
n66,g6,g84
n37,g80,g75
n13,g82,g99
n40,g64,g7
n19,g83,g61
n46,g67,g48
n7,g52,g8
n15,g4,g35
n48,g19,g96
n41,g88,g7
n64,g62,g59
n56,g21,g70
n2,g73,g20
n1,g20,g23
