n70,g31,g9
n65,g30,g37
n6,g64,g36
n35,g90,g47
n4,g85,g74
n32,g11,g95
n72,g75,g62
n74,g85,g91
n26,g23,g7
n21,g30,g39
n60,g13,g35
n20,g65,g63
n73,g72,g44
n51,g45,g77
n69,g93,g67
n71,g17,g45
n28,g28,g34
n77,g70,g29
n14,g21,g99
n45,g73,g72
n39,g30,g53
n5,g21,g72
n23,g42,g67
n24,g11,g18
n54,g98,g24
n16,g83,g26
n17,g1,g47
n18,g29,g85
n63,g15,g50
n9,g80,g49
n25,g51,g61
n30,g93,g92
n31,g62,g11
n10,g75,g29
n43,g15,g75
n68,g25,g69
n34,g61,g55
n8,g39,g69
n79,g61,g21
n53,g2,g80
n55,g7,g58
n38,g66,g78
n33,g94,g48
n62,g62,g33
n11,g36,g55
n27,g58,g28
n50,g2,g69
n44,g36,g31
n12,g68,g27
n67,g56,g66
n75,g77,g3
n80,g90,g52
n0,g37,g83
n22,g22,g27
n58,g44,g59
n36,g9,g25
n42,g86,g54
n61,g50,g48
n78,g53,g87
n3,g10,g69
n29,g89,g60
n47,g81,g82
n49,g55,g81
n52,g79,g65
n59,g40,g90
n57,g88,g62
n66,g94,g70
n37,g48,g7
n13,g61,g36
n40,g19,g73
n19,g42,g41
n46,g86,g81
n7,g74,g19
n15,g47,g27
n48,g33,g82
n41,g20,g49
n76,g8,g22
n64,g82,g25
n56,g98,g14
n2,g84,g85
n1,g46,g52
