n70,g22,g32
n65,g84,g92
n6,g3,g28
n35,g47,g93
n4,g83,g43
n32,g94,g1
n72,g37,g9
n74,g34,g33
n26,g16,g1
n21,g80,g78
n60,g11,g76
n20,g95,g44
n73,g52,g84
n51,g30,g69
n69,g77,g59
n71,g19,g82
n28,g54,g95
n77,g87,g1
n14,g12,g68
n45,g23,g12
n39,g58,g86
n5,g7,g34
n23,g82,g62
n24,g10,g39
n54,g92,g62
n16,g5,g67
n17,g52,g96
n18,g50,g35
n63,g57,g10
n9,g45,g79
n25,g82,g34
n30,g92,g58
n31,g71,g18
n10,g77,g39
n43,g95,g5
n68,g91,g17
n34,g53,g36
n8,g96,g69
n79,g92,g43
n53,g15,g98
n55,g62,g72
n38,g62,g85
n33,g12,g69
n62,g10,g75
n11,g4,g95
n27,g3,g52
n50,g31,g20
n44,g25,g46
n12,g83,g89
n67,g26,g69
n75,g74,g46
n80,g5,g87
n0,g67,g7
n22,g6,g63
n58,g70,g99
n36,g93,g73
n42,g7,g44
n61,g33,g48
n78,g77,g0
n3,g98,g8
n29,g79,g55
n47,g21,g54
n49,g56,g66
n52,g73,g33
n59,g78,g64
n57,g18,g48
n66,g43,g48
n37,g39,g48
n13,g52,g45
n40,g5,g4
n19,g12,g21
n46,g30,g54
n7,g30,g90
n15,g53,g4
n48,g33,g22
n41,g28,g87
n76,g38,g87
n64,g87,g46
n56,g24,g71
n2,g12,g82
n1,g8,g75
