n0,g75,g80
n1,g4,g17
n2,g35,g42
n3,g8,g25
n4,g36,g0
n5,g85,g90
n6,g82,g58
n7,g60,g87
n8,g39,g67
n9,g46,g89
n10,g78,g44
n11,g84,g49
n12,g50,g63
n13,g76,g31
n14,g18,g45
n15,g29,g15
n16,g3,g35
n17,g14,g47
n18,g67,g65
n19,g40,g21
n20,g99,g20
n21,g17,g97
n22,g69,g51
n23,g98,g9
n24,g62,g35
n25,g56,g48
n26,g90,g6
n27,g94,g22
n28,g37,g61
n29,g0,g52
n30,g27,g20
n31,g48,g25
n32,g49,g64
n33,g88,g72
n34,g72,g52
n35,g12,g27
n36,g67,g64
n37,g77,g60
n38,g61,g44
n39,g60,g69
n40,g78,g60
n41,g54,g92
n42,g62,g64
n43,g36,g25
n44,g5,g95
n45,g94,g1
n46,g78,g88
n47,g40,g65
n48,g41,g68
n49,g95,g32
n50,g47,g12
n51,g96,g42
n52,g81,g88
n53,g67,g52
n54,g85,g45
n55,g43,g46
n56,g18,g94
n57,g79,g93
n58,g24,g42
n59,g6,g47
n60,g55,g32
n61,g92,g11
n62,g25,g87
n63,g72,g97
n64,g65,g49
n65,g9,g62
n66,g91,g8
n67,g86,g60
n68,g86,g72
n69,g89,g30
n70,g27,g6
n71,g29,g7
n72,g16,g69
n73,g64,g54
n74,g26,g97
n75,g18,g70
n76,g59,g1
n77,g88,g21
n78,g5,g91
n79,g90,g5
n80,g86,g64
n81,g56,g92
n82,g27,g59
n83,g41,g83
n84,g17,g78
n85,g90,g42
n86,g39,g18
n87,g34,g10
n88,g58,g51
n89,g95,g89
n90,g4,g11
n91,g63,g79
n92,g27,g21
n93,g43,g88
n94,g6,g70
n95,g90,g13
n96,g35,g84
n97,g71,g33
n98,g40,g14
n99,g32,g68
n100,g63,g74
n101,g37,g77
n102,g2,g58
n103,g15,g20
n104,g35,g89
n105,g68,g9
n106,g62,g95
n107,g68,g21
n108,g79,g68
n109,g59,g16
n110,g57,g98
n111,g6,g85
n112,g80,g21
n113,g92,g78
n114,g49,g10
n115,g57,g50
n116,g56,g29
n117,g57,g95
n118,g37,g48
n119,g84,g86
n120,g37,g82
n121,g55,g44
n122,g9,g82
n123,g24,g0
n124,g19,g69
n125,g31,g84
n126,g34,g81
n127,g40,g74
n128,g96,g52
n129,g70,g23
n130,g9,g20
n131,g52,g93
n132,g83,g12
n133,g73,g96
n134,g63,g58
n135,g10,g23
n136,g59,g83
n137,g30,g16
n138,g0,g57
n139,g30,g54
n140,g53,g45
n141,g51,g34
n142,g38,g96
n143,g85,g94
n144,g87,g86
n145,g24,g93
n146,g51,g74
n147,g8,g40
n148,g7,g73
n149,g13,g59
n150,g13,g92
n151,g82,g73
n152,g1,g82
n153,g44,g30
n154,g30,g17
n155,g2,g73
n156,g99,g29
n157,g33,g81
n158,g45,g73
n159,g15,g8
n160,g76,g14
n161,g14,g13
n162,g24,g31
n163,g94,g53
n164,g1,g33
n165,g3,g77
n166,g53,g16
n167,g18,g93
n168,g24,g23
n169,g31,g16
n170,g50,g87
n171,g45,g44
n172,g26,g98
n173,g19,g43
n174,g1,g28
n175,g41,g55
n176,g51,g11
n177,g98,g74
n178,g38,g77
n179,g55,g11
n180,g0,g13
n181,g46,g97
n182,g91,g83
n183,g65,g81
n184,g4,g10
n185,g23,g63
n186,g26,g46
n187,g76,g75
n188,g66,g54
n189,g32,g19
