n70,g77,g67
n65,g98,g23
n6,g93,g0
n35,g15,g54
n4,g35,g95
n32,g11,g97
n26,g29,g58
n21,g99,g17
n60,g54,g24
n20,g70,g40
n51,g8,g39
n69,g69,g31
n71,g50,g24
n28,g68,g92
n14,g1,g23
n45,g78,g50
n39,g12,g88
n5,g85,g62
n23,g46,g96
n24,g92,g34
n54,g46,g24
n16,g97,g86
n17,g22,g85
n18,g75,g25
n63,g80,g35
n9,g71,g11
n25,g56,g78
n30,g7,g94
n31,g22,g18
n10,g31,g39
n43,g11,g53
n68,g53,g81
n34,g41,g68
n8,g2,g18
n53,g92,g58
n55,g38,g23
n38,g42,g39
n33,g19,g98
n62,g57,g78
n11,g69,g8
n27,g64,g30
n50,g14,g53
n44,g32,g48
n12,g9,g31
n67,g12,g99
n0,g38,g55
n22,g67,g42
n58,g67,g66
n36,g79,g43
n42,g30,g91
n61,g74,g30
n3,g12,g6
n29,g15,g88
n47,g32,g71
n49,g83,g41
n52,g96,g48
n59,g12,g33
n57,g55,g25
n66,g18,g58
n37,g97,g80
n13,g0,g32
n40,g53,g42
n19,g75,g97
n46,g76,g63
n7,g97,g71
n15,g41,g80
n48,g89,g99
n41,g9,g57
n64,g37,g95
n56,g45,g9
n2,g20,g63
n1,g82,g9
