n70,g34,g0
n65,g51,g80
n6,g58,g88
n35,g31,g40
n4,g77,g24
n32,g24,g32
n26,g83,g80
n21,g41,g67
n60,g3,g14
n20,g99,g95
n51,g15,g86
n69,g69,g61
n71,g50,g49
n28,g30,g93
n14,g90,g8
n45,g53,g73
n39,g45,g8
n5,g38,g31
n23,g31,g50
n24,g27,g49
n54,g4,g41
n16,g32,g10
n17,g84,g47
n18,g79,g96
n63,g25,g51
n9,g4,g17
n25,g39,g93
n30,g49,g25
n31,g66,g85
n10,g72,g32
n43,g42,g17
n68,g9,g48
n34,g3,g98
n8,g30,g68
n53,g85,g47
n55,g65,g10
n38,g40,g46
n33,g5,g68
n62,g99,g65
n11,g54,g94
n27,g55,g62
n50,g55,g93
n44,g54,g74
n12,g64,g38
n67,g52,g7
n0,g37,g5
n22,g58,g50
n58,g0,g89
n36,g99,g67
n42,g85,g63
n61,g23,g21
n3,g71,g48
n29,g51,g7
n47,g23,g2
n49,g33,g39
n52,g26,g7
n59,g98,g88
n57,g91,g27
n66,g92,g68
n37,g15,g3
n13,g35,g45
n40,g73,g97
n19,g65,g23
n46,g23,g95
n7,g28,g91
n15,g33,g86
n48,g66,g98
n41,g18,g47
n64,g73,g94
n56,g71,g98
n2,g37,g72
n1,g35,g33
