n70,g94,g38
n65,g56,g13
n6,g6,g17
n35,g1,g92
n4,g68,g69
n32,g29,g67
n26,g47,g81
n21,g29,g12
n60,g51,g49
n20,g1,g82
n51,g75,g56
n69,g80,g5
n71,g38,g32
n28,g31,g25
n14,g59,g26
n45,g42,g79
n39,g38,g63
n5,g95,g45
n23,g30,g53
n24,g87,g35
n54,g29,g45
n16,g71,g84
n17,g85,g98
n18,g45,g65
n63,g33,g52
n9,g66,g68
n25,g74,g1
n30,g31,g91
n31,g21,g76
n10,g90,g86
n43,g44,g97
n68,g20,g8
n34,g89,g68
n8,g28,g1
n53,g54,g41
n55,g72,g10
n38,g26,g78
n33,g39,g36
n62,g52,g13
n11,g92,g98
n27,g82,g41
n50,g12,g32
n44,g75,g66
n12,g68,g54
n67,g45,g15
n0,g99,g83
n22,g77,g36
n58,g43,g69
n36,g54,g64
n42,g74,g47
n61,g0,g68
n3,g25,g54
n29,g60,g99
n47,g77,g97
n49,g5,g17
n52,g71,g34
n59,g57,g37
n57,g11,g7
n66,g88,g40
n37,g49,g37
n13,g72,g84
n40,g0,g14
n19,g86,g74
n46,g31,g98
n7,g34,g99
n15,g55,g96
n48,g81,g22
n41,g32,g27
n64,g28,g62
n56,g88,g59
n2,g93,g20
n1,g50,g59
