n70,g54,g67
n65,g1,g29
n6,g5,g42
n35,g36,g39
n4,g66,g34
n32,g91,g61
n72,g80,g90
n74,g82,g65
n26,g67,g50
n21,g35,g95
n60,g83,g4
n20,g23,g17
n73,g97,g62
n51,g63,g13
n69,g50,g10
n71,g65,g66
n28,g20,g77
n14,g75,g5
n45,g4,g66
n39,g51,g88
n5,g27,g52
n23,g39,g38
n24,g31,g77
n54,g94,g26
n16,g28,g8
n17,g4,g90
n18,g25,g31
n63,g27,g65
n9,g13,g36
n25,g31,g79
n30,g7,g60
n31,g0,g51
n10,g12,g90
n43,g43,g56
n68,g19,g29
n34,g8,g93
n8,g59,g56
n53,g64,g40
n55,g36,g18
n38,g92,g64
n33,g99,g8
n62,g18,g83
n11,g25,g55
n27,g12,g84
n50,g13,g18
n44,g41,g19
n12,g62,g92
n67,g82,g78
n75,g64,g55
n0,g82,g51
n22,g49,g12
n58,g94,g96
n36,g25,g5
n42,g86,g8
n61,g99,g22
n3,g41,g75
n29,g38,g94
n47,g46,g87
n49,g47,g78
n52,g74,g68
n59,g59,g88
n57,g39,g8
n66,g35,g73
n37,g36,g53
n13,g18,g30
n40,g84,g4
n19,g75,g11
n46,g72,g86
n7,g59,g42
n15,g0,g73
n48,g99,g58
n41,g75,g22
n76,g2,g14
n64,g83,g69
n56,g68,g42
n2,g43,g26
n1,g92,g98
