n70,g52,g1
n65,g76,g77
n6,g11,g8
n35,g68,g50
n4,g79,g92
n32,g96,g80
n72,g40,g8
n74,g47,g4
n26,g47,g24
n21,g82,g56
n60,g15,g88
n20,g77,g44
n73,g88,g10
n51,g93,g68
n69,g94,g97
n71,g93,g46
n28,g36,g76
n14,g59,g55
n45,g61,g82
n39,g39,g55
n5,g20,g25
n23,g41,g6
n24,g45,g6
n54,g65,g74
n16,g69,g2
n17,g43,g23
n18,g19,g12
n63,g71,g58
n9,g6,g75
n25,g23,g51
n30,g80,g75
n31,g60,g4
n10,g54,g99
n43,g44,g45
n68,g49,g50
n34,g13,g53
n8,g70,g62
n53,g31,g95
n55,g82,g34
n38,g76,g83
n33,g98,g24
n62,g7,g87
n11,g83,g12
n27,g98,g72
n50,g92,g76
n44,g10,g14
n12,g92,g14
n67,g19,g25
n75,g54,g51
n0,g19,g61
n22,g17,g96
n58,g41,g93
n36,g38,g28
n42,g73,g17
n61,g81,g54
n3,g88,g95
n29,g22,g47
n47,g57,g14
n49,g14,g18
n52,g65,g75
n59,g81,g10
n57,g40,g93
n66,g2,g46
n37,g19,g87
n13,g13,g56
n40,g96,g42
n19,g13,g63
n46,g44,g72
n7,g83,g53
n15,g92,g75
n48,g16,g57
n41,g23,g39
n76,g12,g86
n64,g33,g10
n56,g97,g15
n2,g18,g75
n1,g95,g60
