n70,g74,g79
n65,g97,g34
n6,g46,g11
n35,g9,g23
n4,g58,g6
n32,g42,g5
n72,g11,g15
n74,g97,g48
n26,g42,g73
n21,g56,g1
n60,g2,g77
n20,g56,g87
n73,g88,g4
n51,g27,g71
n69,g90,g85
n71,g66,g24
n28,g66,g2
n14,g94,g51
n45,g90,g67
n39,g19,g5
n5,g99,g58
n23,g57,g0
n24,g42,g95
n54,g28,g44
n16,g63,g52
n17,g51,g7
n18,g77,g14
n63,g78,g63
n9,g53,g27
n25,g50,g16
n30,g6,g68
n31,g25,g12
n10,g88,g95
n43,g89,g61
n68,g80,g3
n34,g51,g55
n8,g10,g93
n53,g9,g87
n55,g45,g60
n38,g3,g35
n33,g96,g97
n62,g71,g49
n11,g59,g84
n27,g49,g48
n50,g85,g87
n44,g10,g91
n12,g93,g75
n67,g58,g98
n75,g79,g20
n0,g11,g30
n22,g82,g4
n58,g7,g35
n36,g44,g14
n42,g92,g25
n61,g18,g74
n3,g99,g29
n29,g94,g91
n47,g31,g50
n49,g52,g92
n52,g41,g58
n59,g66,g64
n57,g40,g74
n66,g95,g38
n37,g7,g59
n13,g86,g24
n40,g73,g71
n19,g6,g20
n46,g33,g53
n7,g26,g85
n15,g16,g51
n48,g8,g91
n41,g78,g72
n76,g35,g27
n64,g20,g26
n56,g3,g99
n2,g56,g32
n1,g52,g46
