n70,g90,g71
n65,g96,g97
n6,g92,g74
n35,g57,g88
n4,g59,g34
n32,g68,g60
n72,g46,g55
n74,g4,g8
n26,g69,g54
n21,g25,g8
n60,g14,g26
n20,g87,g13
n73,g92,g52
n51,g82,g38
n69,g95,g35
n71,g43,g50
n28,g59,g84
n14,g70,g29
n45,g10,g39
n39,g57,g25
n5,g20,g93
n23,g70,g12
n24,g11,g54
n54,g64,g36
n16,g77,g47
n17,g69,g82
n18,g13,g27
n63,g89,g95
n9,g71,g52
n25,g25,g88
n30,g38,g11
n31,g32,g93
n10,g80,g11
n43,g63,g12
n68,g29,g67
n34,g91,g59
n8,g26,g87
n53,g68,g31
n55,g11,g37
n38,g13,g38
n33,g72,g16
n62,g19,g82
n11,g46,g66
n27,g7,g89
n50,g54,g55
n44,g56,g8
n12,g10,g81
n67,g96,g10
n75,g30,g96
n0,g56,g60
n22,g14,g89
n58,g40,g48
n36,g27,g74
n42,g92,g94
n61,g95,g56
n3,g23,g69
n29,g71,g86
n47,g1,g70
n49,g89,g54
n52,g81,g12
n59,g78,g21
n57,g82,g17
n66,g29,g37
n37,g57,g11
n13,g23,g27
n40,g29,g76
n19,g3,g40
n46,g98,g65
n7,g96,g29
n15,g75,g89
n48,g44,g4
n41,g79,g10
n76,g69,g81
n64,g47,g1
n56,g53,g64
n2,g23,g39
n1,g46,g4
