n0,g57,g48
n1,g21,g11
n2,g62,g97
n3,g81,g14
n4,g4,g83
n5,g83,g53
n6,g78,g66
n7,g64,g73
n8,g89,g92
n9,g23,g33
n10,g81,g76
n11,g48,g63
n12,g19,g90
n13,g51,g30
n14,g33,g74
n15,g54,g17
n16,g39,g54
n17,g39,g24
n18,g12,g35
n19,g7,g68
n20,g83,g56
n21,g21,g86
n22,g89,g15
n23,g98,g46
n24,g81,g45
n25,g42,g68
n26,g29,g32
n27,g86,g38
n28,g5,g4
n29,g80,g51
n30,g32,g70
n31,g3,g53
n32,g81,g17
n33,g93,g78
n34,g13,g2
n35,g93,g35
n36,g20,g29
n37,g60,g71
n38,g78,g6
n39,g96,g36
n40,g59,g58
n41,g9,g83
n42,g33,g69
n43,g15,g77
n44,g5,g70
n45,g16,g14
n46,g28,g44
n47,g8,g70
n48,g56,g98
n49,g33,g50
