n70,g68,g73
n6,g22,g20
n4,g3,g44
n22,g94,g6
n21,g64,g4
n60,g46,g17
n79,g34,g68
n74,g49,g62
n69,g21,g31
n28,g18,g6
n14,g56,g3
n45,g72,g22
n5,g1,g31
n23,g0,g88
n24,g24,g51
n17,g22,g69
n54,g35,g28
n77,g4,g50
n63,g43,g44
n9,g76,g39
n25,g53,g99
n10,g13,g11
n68,g34,g8
n34,g75,g65
n72,g89,g10
n73,g10,g1
n55,g17,g78
n44,g2,g50
n16,g56,g9
n80,g16,g67
n81,g73,g58
n75,g26,g8
n66,g28,g65
n47,g67,g61
n52,g32,g44
n59,g29,g77
n57,g95,g55
n71,g92,g28
n37,g57,g4
n31,g93,g62
n19,g95,g40
n46,g11,g15
n65,g51,g18
n85,g65,g12
n1,g34,g37
n84,g20,g82
n32,g75,g58
n26,g94,g47
n20,g5,g60
n53,g25,g39
n56,g86,g62
n76,g44,g48
n38,g7,g38
n13,g5,g45
n67,g21,g74
n41,g44,g21
n18,g46,g41
n11,g74,g76
n30,g62,g80
n35,g84,g53
n8,g6,g38
n83,g89,g38
n39,g2,g56
n33,g50,g99
n27,g5,g19
n50,g6,g23
n12,g53,g21
n82,g85,g94
n0,g26,g83
n43,g13,g50
n58,g12,g52
n36,g35,g26
n42,g91,g97
n61,g42,g34
n78,g11,g4
n3,g25,g63
n29,g52,g27
n49,g24,g12
n86,g86,g95
n62,g25,g87
n40,g58,g29
n51,g81,g60
n7,g42,g11
n15,g98,g83
n48,g42,g36
n64,g21,g98
n2,g54,g53
