n70,g41,g9
n65,g37,g41
n6,g5,g89
n35,g25,g21
n4,g98,g29
n32,g64,g41
n72,g39,g80
n74,g89,g13
n26,g3,g26
n21,g33,g67
n60,g72,g63
n20,g34,g77
n73,g8,g85
n51,g37,g84
n69,g62,g12
n71,g96,g7
n28,g64,g92
n14,g20,g40
n45,g89,g60
n39,g17,g72
n5,g46,g25
n23,g18,g45
n24,g22,g6
n54,g20,g83
n16,g9,g10
n17,g6,g28
n18,g96,g8
n63,g95,g12
n9,g87,g14
n25,g1,g79
n30,g39,g20
n31,g33,g56
n10,g29,g67
n43,g2,g76
n68,g74,g1
n34,g15,g72
n8,g71,g87
n53,g97,g62
n55,g51,g23
n38,g62,g68
n33,g37,g35
n62,g71,g32
n11,g80,g55
n27,g28,g92
n50,g47,g68
n44,g84,g4
n12,g20,g33
n67,g42,g79
n75,g59,g84
n0,g69,g92
n22,g75,g50
n58,g88,g6
n36,g70,g98
n42,g10,g0
n61,g33,g35
n3,g47,g74
n29,g59,g57
n47,g30,g73
n49,g21,g34
n52,g73,g1
n59,g97,g95
n57,g14,g24
n66,g97,g81
n37,g88,g95
n13,g45,g22
n40,g95,g6
n19,g48,g59
n46,g21,g49
n7,g49,g46
n15,g42,g24
n48,g64,g5
n41,g97,g0
n64,g68,g7
n56,g7,g56
n2,g3,g43
n1,g85,g87
