n70,g65,g1
n65,g21,g38
n6,g19,g47
n35,g88,g20
n4,g94,g77
n32,g25,g17
n72,g5,g18
n74,g80,g52
n26,g57,g49
n21,g71,g16
n60,g90,g34
n20,g21,g71
n73,g38,g45
n51,g56,g55
n69,g43,g30
n71,g21,g87
n28,g67,g21
n77,g10,g73
n14,g42,g11
n45,g15,g75
n39,g18,g23
n5,g1,g56
n23,g10,g90
n24,g96,g95
n54,g64,g14
n16,g51,g43
n17,g62,g69
n18,g85,g66
n63,g12,g18
n9,g45,g70
n25,g32,g96
n30,g73,g33
n31,g90,g62
n10,g20,g50
n43,g55,g91
n68,g26,g40
n34,g90,g50
n8,g58,g23
n79,g25,g27
n53,g26,g37
n55,g68,g42
n38,g20,g23
n33,g73,g95
n62,g48,g70
n11,g26,g81
n27,g76,g12
n50,g26,g99
n44,g31,g75
n12,g79,g78
n67,g15,g90
n75,g97,g18
n80,g7,g23
n0,g44,g49
n22,g82,g56
n81,g37,g76
n58,g53,g4
n36,g9,g78
n42,g89,g58
n61,g10,g34
n78,g64,g98
n3,g12,g54
n29,g35,g74
n47,g70,g44
n49,g70,g39
n52,g36,g65
n59,g67,g29
n57,g44,g83
n66,g85,g22
n37,g33,g49
n13,g70,g14
n40,g33,g14
n19,g19,g40
n46,g19,g30
n7,g31,g82
n15,g40,g59
n48,g34,g88
n41,g42,g21
n76,g2,g68
n64,g49,g91
n56,g50,g52
n2,g35,g24
n1,g15,g4
