n70,g20,g32
n65,g43,g68
n6,g55,g49
n35,g72,g67
n4,g26,g78
n32,g4,g0
n72,g45,g6
n74,g83,g65
n26,g38,g71
n21,g49,g74
n60,g49,g37
n20,g64,g70
n73,g89,g26
n51,g97,g9
n69,g40,g44
n71,g54,g24
n28,g29,g50
n77,g21,g85
n14,g12,g80
n45,g98,g54
n39,g56,g87
n5,g72,g63
n23,g89,g73
n24,g56,g3
n54,g69,g27
n16,g58,g96
n17,g63,g48
n18,g62,g4
n63,g55,g22
n9,g29,g90
n25,g55,g11
n30,g86,g93
n31,g13,g22
n10,g25,g99
n43,g25,g8
n68,g69,g59
n34,g90,g47
n8,g78,g4
n79,g7,g96
n53,g85,g14
n55,g69,g82
n38,g11,g64
n33,g0,g30
n62,g95,g89
n11,g26,g41
n27,g0,g84
n50,g66,g49
n44,g29,g30
n12,g11,g48
n67,g66,g78
n75,g42,g68
n80,g55,g23
n0,g53,g91
n22,g11,g73
n81,g26,g80
n58,g14,g26
n36,g13,g90
n42,g16,g59
n61,g61,g33
n78,g57,g95
n3,g93,g91
n29,g71,g4
n47,g65,g20
n49,g50,g83
n52,g44,g74
n59,g81,g89
n57,g18,g36
n66,g18,g93
n37,g61,g98
n13,g22,g80
n40,g51,g0
n19,g21,g31
n46,g41,g99
n7,g3,g71
n15,g40,g15
n48,g53,g13
n41,g63,g99
n76,g72,g80
n64,g89,g35
n56,g74,g13
n2,g15,g43
n1,g23,g90
