n70,g64,g94
n65,g24,g35
n6,g3,g21
n35,g89,g86
n4,g76,g61
n32,g4,g27
n72,g86,g75
n74,g33,g86
n26,g80,g35
n21,g93,g48
n60,g4,g68
n20,g24,g93
n73,g66,g92
n51,g78,g6
n69,g8,g17
n71,g65,g38
n28,g39,g95
n14,g11,g23
n45,g24,g18
n39,g87,g48
n5,g88,g48
n23,g89,g4
n24,g29,g23
n54,g28,g10
n16,g74,g63
n17,g74,g15
n18,g38,g87
n63,g46,g25
n9,g89,g44
n25,g11,g57
n30,g50,g77
n31,g73,g87
n10,g25,g30
n43,g34,g91
n68,g86,g83
n34,g70,g62
n8,g9,g93
n53,g10,g11
n55,g38,g56
n38,g4,g10
n33,g74,g69
n62,g96,g74
n11,g35,g66
n27,g83,g24
n50,g1,g89
n44,g60,g51
n12,g58,g70
n67,g93,g33
n75,g72,g42
n0,g43,g3
n22,g76,g92
n58,g10,g53
n36,g27,g96
n42,g47,g61
n61,g68,g3
n3,g51,g61
n29,g48,g21
n47,g95,g52
n49,g87,g25
n52,g83,g25
n59,g81,g76
n57,g58,g48
n66,g23,g60
n37,g3,g31
n13,g27,g34
n40,g61,g20
n19,g5,g80
n46,g91,g99
n7,g38,g15
n15,g79,g88
n48,g92,g27
n41,g84,g20
n64,g49,g87
n56,g59,g86
n2,g12,g20
n1,g76,g11
