n70,g44,g76
n6,g48,g77
n4,g10,g92
n22,g37,g87
n21,g14,g42
n60,g61,g14
n79,g1,g97
n74,g61,g44
n69,g68,g98
n28,g49,g38
n14,g62,g19
n45,g3,g52
n5,g91,g87
n23,g95,g79
n24,g47,g2
n17,g32,g99
n54,g36,g86
n77,g66,g96
n63,g8,g82
n9,g41,g33
n25,g63,g12
n10,g58,g86
n68,g79,g48
n34,g29,g9
n72,g81,g87
n73,g42,g43
n55,g58,g46
n44,g25,g59
n16,g5,g51
n80,g0,g90
n81,g51,g48
n75,g36,g54
n66,g45,g54
n47,g62,g11
n52,g99,g36
n59,g15,g40
n57,g34,g98
n71,g14,g78
n37,g76,g88
n31,g99,g35
n19,g99,g41
n46,g30,g41
n65,g88,g48
n85,g58,g64
n1,g80,g29
n84,g89,g31
n32,g96,g0
n26,g19,g86
n20,g54,g56
n53,g56,g72
n56,g81,g47
n76,g19,g60
n38,g92,g45
n13,g76,g34
n67,g5,g50
n41,g21,g36
n18,g89,g79
n11,g95,g3
n30,g28,g21
n35,g89,g24
n8,g42,g6
n83,g5,g61
n39,g27,g78
n33,g45,g64
n27,g67,g71
n50,g51,g90
n12,g99,g49
n82,g56,g14
n0,g21,g12
n43,g64,g16
n58,g71,g85
n36,g37,g60
n42,g0,g79
n61,g77,g33
n78,g66,g72
n3,g54,g81
n29,g92,g86
n49,g15,g69
n62,g36,g83
n40,g23,g57
n51,g23,g22
n7,g96,g38
n15,g52,g40
n48,g89,g6
n64,g24,g12
n2,g74,g49
