n0,g97,g19
n1,g49,g19
n2,g92,g23
n3,g62,g3
n4,g63,g92
n5,g55,g38
n6,g70,g36
n7,g28,g62
n8,g57,g1
n9,g69,g5
n10,g19,g22
n11,g52,g95
n12,g67,g0
n13,g91,g4
n14,g81,g43
n15,g39,g66
n16,g55,g91
n17,g82,g76
n18,g44,g99
n19,g86,g69
n20,g42,g49
n21,g66,g67
n22,g22,g45
n23,g86,g42
n24,g18,g65
n25,g18,g62
n26,g77,g38
n27,g67,g86
n28,g57,g17
n29,g78,g10
n30,g65,g70
n31,g27,g94
n32,g45,g66
n33,g73,g99
n34,g23,g25
n35,g15,g2
n36,g11,g9
n37,g67,g2
n38,g32,g30
n39,g31,g59
n40,g23,g12
n41,g7,g27
n42,g17,g16
n43,g63,g73
n44,g22,g42
n45,g61,g69
n46,g45,g47
n47,g64,g70
n48,g51,g53
n49,g38,g95
n50,g1,g97
n51,g17,g13
n52,g15,g66
n53,g81,g93
n54,g83,g48
n55,g73,g23
n56,g13,g50
n57,g31,g74
n58,g7,g17
n59,g35,g77
n60,g41,g11
n61,g27,g44
n62,g11,g39
n63,g87,g91
n64,g79,g53
n65,g5,g74
n66,g77,g30
n67,g57,g74
n68,g31,g14
n69,g11,g21
n70,g96,g35
n71,g14,g33
n72,g29,g22
n73,g93,g50
n74,g57,g86
n75,g29,g87
n76,g89,g90
n77,g16,g91
n78,g95,g66
n79,g76,g32
