n0,g99,g3
n1,g53,g47
n2,g80,g7
n3,g64,g40
n4,g29,g25
n5,g69,g87
n6,g78,g2
n7,g90,g74
n8,g54,g13
n9,g93,g19
n10,g74,g63
n11,g80,g18
n12,g63,g34
n13,g6,g0
n14,g86,g51
n15,g60,g2
n16,g71,g54
n17,g75,g40
n18,g70,g5
n19,g44,g80
n20,g17,g20
n21,g47,g66
n22,g90,g55
n23,g16,g93
n24,g88,g50
n25,g67,g62
n26,g29,g2
n27,g74,g32
n28,g4,g99
n29,g44,g75
n30,g42,g2
n31,g51,g32
n32,g37,g31
n33,g62,g59
n34,g34,g82
n35,g72,g66
n36,g91,g49
n37,g79,g85
n38,g32,g22
n39,g25,g19
n40,g54,g70
n41,g6,g76
n42,g4,g33
n43,g79,g83
n44,g45,g5
n45,g41,g24
n46,g95,g30
n47,g84,g82
n48,g20,g12
n49,g90,g57
n50,g36,g35
n51,g68,g7
n52,g82,g39
n53,g72,g36
n54,g80,g65
n55,g61,g4
n56,g32,g19
n57,g27,g21
n58,g76,g51
n59,g70,g9
