n0,g10,g78
n1,g56,g19
n2,g69,g30
n3,g2,g30
n4,g37,g96
n5,g95,g87
n6,g70,g86
n7,g64,g20
n8,g84,g38
n9,g13,g66
n10,g23,g22
n11,g22,g32
n12,g86,g38
n13,g25,g4
n14,g84,g80
n15,g41,g33
n16,g25,g3
n17,g61,g44
n18,g61,g51
n19,g73,g33
n20,g67,g50
n21,g32,g55
n22,g27,g79
n23,g61,g90
n24,g76,g92
n25,g38,g25
n26,g12,g76
n27,g63,g92
n28,g51,g42
n29,g69,g48
n30,g99,g69
n31,g58,g73
n32,g23,g96
n33,g16,g59
n34,g51,g92
n35,g21,g79
n36,g89,g70
n37,g78,g35
n38,g43,g5
n39,g60,g45
n40,g57,g58
n41,g76,g65
n42,g62,g53
n43,g25,g52
n44,g14,g66
n45,g23,g82
n46,g63,g98
n47,g57,g28
n48,g14,g69
n49,g28,g13
n50,g36,g19
n51,g67,g47
n52,g12,g59
n53,g47,g24
n54,g99,g90
n55,g3,g0
n56,g12,g47
n57,g23,g79
n58,g64,g32
n59,g9,g97
