n70,g3,g42
n65,g73,g71
n6,g28,g45
n35,g0,g86
n4,g15,g23
n32,g72,g56
n72,g51,g69
n74,g71,g56
n26,g65,g77
n21,g16,g21
n60,g15,g14
n20,g52,g71
n73,g20,g50
n51,g61,g2
n69,g24,g87
n71,g27,g0
n28,g68,g90
n14,g29,g30
n45,g30,g68
n39,g47,g58
n5,g68,g72
n23,g87,g44
n24,g73,g93
n54,g42,g56
n16,g11,g17
n17,g48,g3
n18,g44,g28
n63,g34,g45
n9,g88,g87
n25,g76,g26
n30,g86,g10
n31,g99,g75
n10,g66,g45
n43,g60,g56
n68,g32,g61
n34,g42,g89
n8,g23,g11
n53,g20,g83
n55,g8,g95
n38,g46,g57
n33,g64,g51
n62,g34,g28
n11,g80,g50
n27,g48,g16
n50,g64,g84
n44,g8,g58
n12,g42,g99
n67,g78,g59
n75,g17,g29
n0,g40,g39
n22,g67,g59
n58,g57,g91
n36,g30,g6
n42,g16,g14
n61,g23,g49
n3,g30,g16
n29,g96,g0
n47,g9,g40
n49,g11,g69
n52,g47,g85
n59,g74,g91
n57,g2,g74
n66,g37,g43
n37,g96,g17
n13,g22,g10
n40,g37,g47
n19,g2,g80
n46,g42,g40
n7,g38,g70
n15,g15,g8
n48,g62,g6
n41,g15,g31
n76,g43,g31
n64,g88,g22
n56,g1,g69
n2,g57,g2
n1,g35,g57
