n70,g88,g85
n65,g56,g37
n6,g0,g74
n35,g50,g81
n4,g75,g54
n32,g59,g9
n72,g66,g0
n74,g16,g35
n26,g67,g37
n21,g69,g66
n60,g0,g24
n20,g73,g93
n73,g93,g22
n51,g77,g56
n69,g48,g51
n71,g37,g1
n28,g94,g93
n14,g68,g45
n45,g32,g33
n39,g97,g79
n5,g17,g59
n23,g79,g98
n24,g63,g72
n54,g49,g59
n16,g95,g7
n17,g89,g1
n18,g47,g93
n63,g32,g64
n9,g85,g93
n25,g87,g24
n30,g91,g56
n31,g37,g43
n10,g53,g98
n43,g31,g51
n68,g96,g94
n34,g48,g35
n8,g4,g86
n53,g4,g84
n55,g60,g63
n38,g26,g67
n33,g16,g81
n62,g99,g64
n11,g69,g13
n27,g43,g83
n50,g17,g10
n44,g95,g84
n12,g29,g4
n67,g73,g80
n75,g65,g87
n0,g34,g38
n22,g14,g82
n58,g28,g66
n36,g29,g34
n42,g87,g33
n61,g8,g33
n3,g48,g20
n29,g5,g32
n47,g60,g21
n49,g24,g15
n52,g94,g6
n59,g1,g70
n57,g25,g8
n66,g8,g46
n37,g39,g42
n13,g35,g4
n40,g68,g12
n19,g27,g41
n46,g57,g0
n7,g35,g10
n15,g30,g49
n48,g96,g47
n41,g46,g12
n76,g64,g21
n64,g86,g19
n56,g73,g34
n2,g26,g94
n1,g9,g24
