n70,g55,g83
n65,g94,g18
n6,g17,g96
n35,g45,g67
n4,g79,g81
n32,g40,g73
n72,g37,g10
n74,g69,g40
n26,g10,g45
n21,g18,g38
n60,g31,g52
n20,g49,g1
n73,g46,g29
n51,g76,g78
n69,g75,g3
n71,g20,g86
n28,g80,g13
n77,g82,g35
n14,g72,g17
n45,g86,g55
n39,g48,g87
n5,g7,g97
n23,g30,g70
n24,g18,g24
n54,g56,g68
n16,g39,g1
n17,g25,g43
n18,g10,g94
n63,g75,g78
n9,g65,g17
n25,g5,g30
n30,g66,g51
n31,g2,g71
n10,g71,g10
n43,g66,g6
n68,g79,g8
n34,g56,g35
n8,g83,g11
n79,g88,g87
n53,g32,g0
n55,g43,g20
n38,g9,g52
n33,g99,g33
n62,g60,g86
n11,g21,g69
n27,g0,g95
n50,g89,g99
n44,g62,g12
n12,g21,g99
n67,g7,g53
n75,g84,g26
n0,g14,g32
n22,g47,g33
n58,g52,g70
n36,g71,g85
n42,g82,g33
n61,g81,g89
n78,g12,g72
n3,g26,g70
n29,g78,g62
n47,g4,g84
n49,g54,g94
n52,g79,g78
n59,g12,g15
n57,g45,g68
n66,g15,g72
n37,g7,g92
n13,g14,g63
n40,g5,g64
n19,g57,g60
n46,g11,g38
n7,g42,g40
n15,g43,g55
n48,g34,g10
n41,g17,g20
n76,g9,g6
n64,g8,g88
n56,g90,g20
n2,g91,g20
n1,g19,g78
