n70,g60,g43
n65,g53,g94
n6,g31,g96
n35,g13,g88
n4,g84,g92
n32,g90,g97
n72,g80,g59
n74,g23,g9
n26,g19,g37
n21,g86,g94
n60,g46,g66
n20,g99,g55
n73,g79,g33
n51,g15,g12
n69,g94,g69
n71,g85,g25
n28,g84,g6
n14,g68,g34
n45,g7,g61
n39,g8,g82
n5,g26,g29
n23,g34,g49
n24,g77,g0
n54,g6,g44
n16,g18,g8
n17,g75,g28
n18,g63,g64
n63,g15,g71
n9,g30,g36
n25,g41,g4
n30,g29,g98
n31,g73,g92
n10,g33,g37
n43,g30,g3
n68,g5,g57
n34,g1,g98
n8,g97,g70
n53,g48,g4
n55,g32,g70
n38,g10,g64
n33,g5,g10
n62,g78,g31
n11,g53,g77
n27,g5,g6
n50,g79,g96
n44,g98,g46
n12,g23,g56
n67,g94,g61
n75,g10,g66
n0,g40,g38
n22,g99,g3
n58,g79,g15
n36,g71,g86
n42,g12,g83
n61,g21,g38
n3,g49,g66
n29,g2,g18
n47,g64,g96
n49,g63,g53
n52,g86,g90
n59,g7,g92
n57,g43,g1
n66,g15,g10
n37,g50,g2
n13,g34,g65
n40,g88,g62
n19,g52,g21
n46,g76,g78
n7,g7,g41
n15,g45,g56
n48,g74,g83
n41,g64,g21
n64,g90,g3
n56,g54,g22
n2,g40,g20
n1,g95,g93
